PassageID,Title,Author,Total termFreq,termFreq(adjoin),termFreq(amus),termFreq(appear),termFreq(art),termFreq(bank),termFreq(beauti),termFreq(beautifulli),termFreq(bend),termFreq(broken),termFreq(build),termFreq(canva),termFreq(cascad),termFreq(catch),termFreq(chiefli),termFreq(colour),termFreq(confid),termFreq(cours),termFreq(cover),termFreq(degre),termFreq(eleg),termFreq(examin),termFreq(exquisit),termFreq(ey),termFreq(fall),termFreq(feet),termFreq(fide),termFreq(fine),termFreq(follow),termFreq(form),termFreq(gener),termFreq(genuin),termFreq(give),termFreq(grandeur),termFreq(hang),termFreq(hill),termFreq(hollow),termFreq(idea),termFreq(landscap),termFreq(littl),termFreq(magnific),termFreq(mention),termFreq(natur),termFreq(nobl),termFreq(object),termFreq(open),termFreq(overhung),termFreq(paint),termFreq(painter),termFreq(part),termFreq(peculiar),termFreq(pictur),termFreq(picturesqu),termFreq(produc),termFreq(rang),termFreq(retir),termFreq(river),termFreq(rock),termFreq(romant),termFreq(rule),termFreq(scene),termFreq(seat),termFreq(spot),termFreq(sublim),termFreq(surround),termFreq(travel),termFreq(tree),termFreq(vari),termFreq(varieti),termFreq(view),termFreq(walk),termFreq(water),termFreq(white),termFreq(wind),termFreq(wood),termFreq(woodi),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0242300202_000068,"A six months tour through the north of England. Containing, an account of the present state of agriculture, manufactures and population, in several counties of this kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Account of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed with Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects: Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. Experiments on Rearing and Fattening of Hogs. As laid before the Society of Arts, &c. In three volumes. ...",Arthur Young,119,0,0,3,1,1,7,1,2,1,1,0,0,1,0,2,0,2,0,0,0,0,1,4,0,2,3,11,1,1,0,0,0,1,0,15,0,0,0,3,1,0,2,3,1,0,0,0,0,3,0,0,2,0,1,1,2,0,2,0,0,1,1,1,0,0,5,1,0,9,0,17,0,1,0,1,1770,2,3,"Dublin : printed for P. Wilson, J. Exshaw, H. Saunders, W. Sleater, D. Chamberlaine, J. Potts, J. Holy, jun. J. Williams, W. Colles, J Porter, C. Ingham, and T. Walker, MDCCLXX. [1770].",Dublin,414,male,1741,1820,TRUE,"ting. What are the effeets of a Louis's magnificence to the sportive play of nature in the vale of Keswick! How trifling the labours of art to the mere pra' ks of nature ! Returni,; g to Penrith, our next expedition was to Hulls water , a very si e"
0085500500_000011,"Observations on the River Wye, and several parts of South Wales, &c. relative chiefly to picturesque beauty : made in the Summer of the year 1770. By William Gilpin, ...",William Gilpin,108,0,0,6,0,4,4,0,0,2,0,1,0,0,3,0,0,1,0,1,2,0,0,0,1,0,6,1,0,3,2,0,1,1,0,3,0,0,1,4,0,0,1,2,5,1,0,0,0,5,0,0,1,1,0,0,5,9,2,0,5,0,0,0,0,1,1,0,2,4,4,2,0,3,5,2,1800,1,1,"London : printed by A. Strahan, for T. Cadell junior and W. Davies, 1800.",London,166,male,1724,1804,TRUE,"its immediate environs only are meant. 55 Within half a mile of it are carried on great ironworks, which introduce noise and bustle into these regions of tranquillity. The ground about these works appears from the river to consist of grand woody hills , sweeping and interfeding each other in"
0076202000_000023,"A guide to the lakes, in Cumberland, Westmorland, and Lancashire. By the author of the antiquities of Furness.","West, Thomas",89,0,0,1,0,1,2,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,2,3,2,5,1,0,1,0,0,0,0,2,3,1,0,0,8,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,3,4,1,0,5,1,1,0,1,1,4,1,0,7,0,9,1,1,3,0,1789,1,1,"London : printed for W. Richardson, under the royal exchange; J. Robson, New Bond Street; and W. Pennington, Kendal, 1789.",London,327,male,,,FALSE,"with pleasure, could they do it with convenience and safety. The other cascade is a fmnall fall of water seen through the window of the summerhouse, in Sir Michael's orchard. The first who brought this sweet scene to light, is the elegant and learned editor of Mr. Grey's letters. And"
0831300602_000022,"Observations, relative chiefly to picturesque beauty, made in the year 1776, on several parts of Great Britain; particularly the high-lands of Scotland. ... . Second edition. By William Gilpin, A. M. Prebendary of Salisbury; and Vicar of Boldre in New-Forest, Near Lymington.",William Gilpin,98,0,0,3,1,0,10,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,2,0,0,1,1,0,6,3,0,2,3,0,3,0,1,7,4,1,0,7,1,1,0,0,2,0,1,0,1,2,1,1,0,0,1,0,0,2,2,0,6,0,0,3,1,4,4,0,0,0,0,4,0,1792,2,2,"London : printed for R. Blamire, Strand, M.DCC.XCII. [1792].",London,219,male,1724,1804,TRUE,"it often ( II) often finds amid the ambiguity of remote objets. were it not for this general deficiency of objets, particularly of wood , in the Scotch views , I have no doubt but they would rival those of Italy. Many a castle Gandolfo might we have, seated on"
0894800502_000002,"Observations, relative chiefly to picturesque beauty, made in the year 1772, on several parts of England; particularly the mountains, and lakes of Cumberland, and Westmoreland. Third edition. ... . By William Gilpin, M. A. Prebendary of Salisbury; and Vicar of Boldre, in New Forest, Near Lymington.",William Gilpin,101,0,0,0,4,2,4,1,0,2,0,0,1,0,0,2,1,0,0,0,2,0,0,3,0,0,3,0,1,6,3,0,4,2,1,0,1,3,1,3,0,0,8,0,2,0,0,2,1,5,2,3,0,0,3,0,1,3,0,0,6,0,0,0,0,0,1,4,3,0,0,2,0,1,4,0,1792,2,2,"London : printed for R. Blamire, Strand, 1792.",London,278,male,1724,1804,TRUE,"been swept away together. In palling farther along the vale, we ilw other marks of the fury of this inundation bridges had been thrown down, houses carried off, and woods rooted up. But it's effects on a ftone cattfeway were thoulght the moult ifurprizing. This fabric was of great thickness;"
0635000302_000078,"A new display of the beauties of England: or, a description of the most elegant or magnificent public edifices, royal palaces, noblemens [sic] and gentlemens [sic] seats, and other curiosities, ... in different parts of the kingdom. Adorned with a variety of copper plate cuts, neatly engraved. ...",,98,0,0,2,0,3,5,0,1,0,1,0,2,1,0,0,0,1,1,0,0,0,1,2,2,3,2,4,1,0,0,0,0,0,2,6,1,0,2,4,0,0,2,2,0,1,0,0,0,5,0,1,1,0,0,0,5,4,0,0,2,7,3,0,0,0,3,0,1,1,3,3,0,1,6,0,1776,2,2,"London : printed for R. Goadby; and sold by J. Towers; and by R. Baldwin, 1776-77.",London,493,unknown,,,FALSE,"banks ornamented by a fraggling village beyond; between the hills a distant prospect is seen the whole truly beautiful , X 2 Return Retuiinrg, you come to the walk that leads by Fibre's Hall, and wieds up the hill to the left: the first poiiit you coimre to i a"
0497400700_000016,"New description of Blenheim, the seat of His Grace the Duke of Marlborough. Containing a full and accurate account of the Paintings, Tapestry, and Furniture; a picturesque tour of the Gardens and Park; And a general Description of the China Gallery, &c. With a preliminary essay on landscape gardening.",William Fordyce Mavor,92,0,0,2,1,4,5,0,3,0,0,0,1,1,3,0,0,2,2,0,0,0,0,2,1,1,3,1,0,2,1,0,1,1,0,3,0,1,0,2,0,1,2,1,0,0,0,0,0,3,0,1,2,0,0,0,7,1,0,0,1,0,1,3,0,0,6,2,3,3,1,6,0,4,1,0,1797,1,1,"London : printed for Cadell and Davies, in the Strand; and E. Newbery, St. Paul's Church Yard; and sold by all Booksellers in Town and Country, 1797.",London,148,male,1758,1837,FALSE,"only maintain its acknowledged superiority, but rise still higher in the scale of public estimation. G 3 RIVER . R I V E R. THIE lver, which covers the whole extent of a spacious valley, bending in the happiest tile, and affording the mort profufc variety of picturesque features in."
1759400202_000002,"Observations, relative chiefly to picturesque beauty, made in the year 1772, on several parts of England; particularly the mountains, and lakes of Cumberland, and Westmoreland. Second edition. ... By William Gilpin, ...",William Gilpin,102,0,0,0,5,2,4,1,0,2,0,0,1,0,0,2,1,0,0,0,2,0,0,3,0,0,1,0,1,7,3,0,4,2,1,0,1,3,1,3,0,0,8,0,1,0,0,2,1,5,3,1,0,0,3,0,1,3,0,0,7,1,0,0,0,0,1,4,3,0,0,2,0,1,5,0,1788,2,2,"London : printed for R. Blamire, 1788.",London,288,male,1724,1804,TRUE,"the ruin) had been (wept away together. - In passing farther along the vale, we saw other marks of the fury of the inundation; where, bridges had been thrown down, houses carried off, and woods rooted up. But it's effeas upon a ftone~caufeway were thought the most surprising, This fabric"
0558700301_000074,"A tour in Ireland: with general observations on the present state of that kingdom: made in the years 1776, 1777, and 1778. And brought down to the end of 1779. By Arthur Young, Esq. F.R.S. Honorary Member of the Societies of Dublin, York and Manchester; the Imperial Society of Agriculture at Petersburgh; the Oeconomical Society of Berne; the Palatine Academy of Agriculture, at Manheim, and the Physical Society at Zurich. The Second Edition. In Two Volumes. ...",Arthur Young,109,0,0,0,0,1,7,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,2,3,0,4,2,0,3,0,1,4,0,0,1,2,0,0,2,3,0,3,0,0,0,3,0,0,0,1,1,0,0,1,0,0,7,0,3,1,2,0,3,1,3,6,0,8,0,1,18,3,1780,1,2,"London : printed by H. Goldney, for T. Cadell, in the Strand, MDCCLXXX. [1780].",London,572,male,1741,1820,TRUE,"your feet , and full in front is the wood Of Ross agoul, at the extreme point of which is the temple : this wood is a deep shade, nd has an admirable effect. At the other end it joins another wood , in which the lawn opens beautifully among"
0180700301_000033,"Observations, relative chiefly to picturesque beauty, made in the year 1772, on several parts of England; particularly the mountains, and lakes of Cumberland, and Westmoreland. ... . By William Gilpin, M. A. Prebendary of Salisbury; and Vicar of Boldre, in New-Forest, Near Lymington.",William Gilpin,91,0,1,4,1,0,2,1,0,2,0,1,0,0,0,5,0,0,1,0,0,0,0,5,0,0,6,0,0,1,1,0,0,2,0,1,0,1,0,1,2,0,3,0,2,3,0,4,4,8,0,3,1,0,2,1,0,3,0,2,3,0,2,0,1,0,2,0,2,4,0,0,0,0,3,0,1786,1,2,"London : printed for R. Blamire, Strand, M.DCC.LXXXVI. [1786].",London,290,male,1724,1804,TRUE,"wished to navigate the whole lake; but it was too great an undertaking for measured time; and we contented ourselves with going in quest of the beauties of it's northern division. As we left the island, the scene opening on every fide , we found ourselves surrounded with objects of"
0085100302_000203,"England displayed. Being a new, complete, and accurate survey and description of the Kingdom of England, and principality of Wales. Containing, I. A full and ample Account of whatever is remarkable in every County, City, Town, Village, Hamlet, and Parish in England and Wales. II. Description of the various Manufactures and other useful Arts established in different Parts of this Kingdom. III. Accounts of the Nature and Produce of the various Kinds of Land, with a complete History of the modern Improvements in Agriculture, Gardening, &c. IV. An historical Account of all the Forts, Castles, Roman Military Ways, Docks, Harbours, Creeks, Bays, &c. with the Particulars of their ancient and present State. V. A full Description of all the natural and artificial Curiosities of this Kingdom; such as Rocks, Mines, Caverns, Lakes, Grottos, Fossils, Minerals, Abbeys, Cathedrals, Churches, Palaces, and the Seats of the Nobility and Gentry. VI. A faithful Narrative of all Improvements made in the Roads, Rivers, and Canals of this Kingdom, for the Convenience of Travelling, and the Benefit of Inland Navigation. The whole forming such an accurate and comprehensive Account of this Country, as has never yet been published, and will be equally entertaining and instructive. By a society of gentlemen: Each of whom has undertaken that Part for which his Study and Inclination has more immediately qualified him. The particulars respecting England, revised, corrected, and improved, by P. Russell, Esq; and those relating to Wales, by Mr. Owen Price.",Society of Gentlemen,84,0,0,1,0,2,6,1,0,1,0,1,2,0,0,4,0,0,2,0,1,0,0,0,1,3,3,7,0,0,0,0,1,0,0,1,0,0,2,0,0,0,3,4,0,0,0,2,0,0,0,3,0,1,0,0,2,9,2,0,2,0,0,1,1,0,4,1,3,1,0,4,0,0,2,0,1769,2,2,"London : printed for the authors, by Adlard and Browne, Fleet-Street: and sold by S. Bladon, No. 28, T. Evans, No. 54, and J. Coote, No. 16, in Pater-Noster Row; W. Domville, and F. Blythe, at the Royal Exchange, MDCCLXIX. [1769].",London,381,unknown,,,FALSE,"ride through rapid fircams, itruggle along the fides of rocks , crfs leak mountains, and ride up the channel of torrents as the only sure road over bogs; liltening to the r,, al of the waters : .ll, which you begin to think tremendous. Upon arriving at the banks of"
0671700800_000016,"A companion to the watering and bathing places of England. containing their amusements, curiosities, antiquities, seats in their vicinities, chief inns, and distances from London. To which are added, a medical analysis of their mineral waters; observations on the air, &c. and a dissertation On the external and internal Use of Sea-Water, and Warm and Cold Bathing; pointing out the diseases in which the marinf fluid is admissible and efficacious.",,94,0,0,3,1,1,3,2,0,1,1,0,0,0,0,0,0,0,3,0,3,0,0,2,1,0,1,1,0,0,0,0,1,1,0,3,0,0,1,4,0,2,3,3,2,2,0,0,0,1,0,0,1,0,0,1,1,7,1,0,2,0,2,1,0,1,5,0,4,2,0,10,1,3,6,0,1800,1,1,"London : printed by D. Brewman, Old Bailey; for H. D. Symonds, Paternoster Row, 1800.",London,197,unknown,,,FALSE,"the whole, and of the neighbouring country. "" You look down, (fays he) upon a noble winding valley, about 12 miles long, long, everywhere enclosed with grounds, which rise in a very bold and various manner; in rome places bulging into mountains, abrupt, wild, and uncultivated; in others, breaking into"
0661000300_000056,"Observations on modern gardening, illustrated by descriptions.","Whately, Thomas",98,0,0,4,0,3,3,0,1,2,0,0,0,0,0,2,0,1,2,0,0,0,0,0,2,0,5,1,0,1,2,0,0,0,1,6,1,1,0,1,0,0,0,1,3,2,1,0,0,2,0,0,0,0,1,1,8,8,2,0,2,2,4,0,1,0,3,0,1,3,2,0,0,3,9,0,1770,1,1,"London : printed for T. Payne, at the Mews-Gate, MDCCLXX. [1770].",London,264,male,,,FALSE,very disadvantageous to such a refdence as a garden; to obviate such an idea the points of view flould be made important; the objects within be appendages to those without; the separations be removed or concealed; and large portions of the garden be annexed to the spots which are contiguous
0894800501_000013,"Observations, relative chiefly to picturesque beauty, made in the year 1772, on several parts of England; particularly the mountains, and lakes of Cumberland, and Westmoreland. Third edition. ... . By William Gilpin, M. A. Prebendary of Salisbury; and Vicar of Boldre, in New Forest, Near Lymington.",William Gilpin,89,0,0,4,2,1,6,0,0,1,1,0,0,1,1,2,0,0,1,0,2,2,0,3,1,0,2,2,0,1,3,0,1,2,0,3,0,3,0,4,0,0,1,2,2,0,0,0,0,9,1,2,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,1,1,1,2,2,0,1,5,4,1792,1,2,"London : printed for R. Blamire, Strand, 1792.",London,291,male,1724,1804,TRUE,"every fpetator must allow, that, on entering the great gate from Woodstock, the whole of this icenery, ( 3°) scenery, (the castle, the lawn, the woods , and the lake seen together,) makes one of the grand elf burfis, which art perhaps ever displayed. The scenery below the oridge is"
0616700600_000032,"A six weeks tour, through the southern counties of England and Wales. Describing, particularly, I. The present state of agriculture and manufactures. II. The different Methods of cultivating the Soil. III. The Success attending some late Experiments on various Grasses, &c. IV. The Prices of Labour and Provisions. V. The state of the working poor in those Counties, wherein the Riots were most remarkable. With descriptions and copper-plates, of such newly invented Implements of Husbandry as deserve to be generally known: Interspersed With Accounts of the Seats of the Nobility and Gentry, and other Objects worthy of Notice. In Several Letters to a Friend. By the author of the farmer's letters.",Arthur Young,115,0,0,4,0,0,6,0,0,0,2,1,2,0,0,1,0,0,0,0,1,0,2,2,0,0,1,4,0,1,0,0,1,0,2,0,6,1,1,1,0,1,2,0,2,6,0,0,0,2,0,0,0,0,0,0,2,11,3,0,0,1,3,0,2,0,1,2,1,7,11,1,1,8,9,0,1769,1,1,"London : printed for W. Strahan; W. Nicoll, No 51 in St. Paul's Church-Yard; B. Collins at Salisbury; and J. Balfour, at Edinburgh, MDCCLXIX. [1769].",London,401,male,1741,1820,TRUE,"of the right, over the park, and the winding valley at the bottom of it, would, from any other spot but this, be thought remarkably fine . The winding road down to the cold bath, is cool, sequestered, and agreeable. The building itselfs is excessively neat, and well contrived, and"
0085100302_000197,"England displayed. Being a new, complete, and accurate survey and description of the Kingdom of England, and principality of Wales. Containing, I. A full and ample Account of whatever is remarkable in every County, City, Town, Village, Hamlet, and Parish in England and Wales. II. Description of the various Manufactures and other useful Arts established in different Parts of this Kingdom. III. Accounts of the Nature and Produce of the various Kinds of Land, with a complete History of the modern Improvements in Agriculture, Gardening, &c. IV. An historical Account of all the Forts, Castles, Roman Military Ways, Docks, Harbours, Creeks, Bays, &c. with the Particulars of their ancient and present State. V. A full Description of all the natural and artificial Curiosities of this Kingdom; such as Rocks, Mines, Caverns, Lakes, Grottos, Fossils, Minerals, Abbeys, Cathedrals, Churches, Palaces, and the Seats of the Nobility and Gentry. VI. A faithful Narrative of all Improvements made in the Roads, Rivers, and Canals of this Kingdom, for the Convenience of Travelling, and the Benefit of Inland Navigation. The whole forming such an accurate and comprehensive Account of this Country, as has never yet been published, and will be equally entertaining and instructive. By a society of gentlemen: Each of whom has undertaken that Part for which his Study and Inclination has more immediately qualified him. The particulars respecting England, revised, corrected, and improved, by P. Russell, Esq; and those relating to Wales, by Mr. Owen Price.",Society of Gentlemen,95,0,0,2,0,2,8,0,0,0,1,0,0,1,0,3,0,0,0,0,3,0,1,1,0,2,2,10,2,1,0,0,0,0,5,5,1,0,2,3,0,0,0,4,0,0,0,2,0,1,0,0,2,0,2,0,1,1,0,0,2,0,1,0,0,0,4,1,1,7,0,0,2,2,6,1,1769,2,2,"London : printed for the authors, by Adlard and Browne, Fleet-Street: and sold by S. Bladon, No. 28, T. Evans, No. 54, and J. Coote, No. 16, in Pater-Noster Row; W. Domville, and F. Blythe, at the Royal Exchange, MDCCLXIX. [1769].",London,381,unknown,,,FALSE,"of the abbey's ruins; the ceeding fine at your feet winds an irriguous valley, situation quite picturesque . Beyond it, the valley ap almost lost in scattered trees . In front, vast hanging pears with some variations in its usual beauty ; and woods are spread over the opposite hills"
0831300602_000021,"Observations, relative chiefly to picturesque beauty, made in the year 1776, on several parts of Great Britain; particularly the high-lands of Scotland. ... . Second edition. By William Gilpin, A. M. Prebendary of Salisbury; and Vicar of Boldre in New-Forest, Near Lymington.",William Gilpin,108,0,3,2,0,0,6,0,0,1,0,0,0,1,1,0,0,1,2,0,1,1,0,4,0,0,0,0,1,2,5,0,2,2,0,1,0,1,8,2,1,0,13,1,3,0,0,0,1,8,0,0,2,0,0,0,1,1,0,0,3,0,0,0,0,2,2,1,6,4,0,0,0,3,6,3,1792,2,2,"London : printed for R. Blamire, Strand, M.DCC.XCII. [1792].",London,219,male,1724,1804,TRUE,"globe. Wherever man appears with his tools, deformity follows his steps. His spade, and his plough, his hedge, and his furrow; make shocking encroachments on the Simplicity, and elegance of landscape . The old acorn feafon was ( I) was unquestionably the reign of picturesque beauty ; when nature planted"
0635000302_000068,"A new display of the beauties of England: or, a description of the most elegant or magnificent public edifices, royal palaces, noblemens [sic] and gentlemens [sic] seats, and other curiosities, ... in different parts of the kingdom. Adorned with a variety of copper plate cuts, neatly engraved. ...",,103,1,0,3,1,3,5,1,1,0,4,0,0,1,0,0,0,1,0,0,3,0,1,2,0,2,3,4,1,1,0,1,1,1,1,9,0,0,1,1,2,0,1,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,2,1,2,6,0,7,0,4,11,0,1776,2,2,"London : printed for R. Goadby; and sold by J. Towers; and by R. Baldwin, 1776-77.",London,493,unknown,,,FALSE,"happily situated. The road from hence winds over the hill , and takes a slanting course down to that part of the wa: er where the eaagon temple is situated; it is a very elegant little building , sweetly situated in the valley, commanding the bends of the shore among"
0085500500_000009,"Observations on the River Wye, and several parts of South Wales, &c. relative chiefly to picturesque beauty : made in the Summer of the year 1770. By William Gilpin, ...",William Gilpin,81,0,1,1,2,3,4,1,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,4,0,0,1,1,0,0,0,1,7,0,0,1,2,1,1,1,1,2,0,0,1,1,2,2,0,2,1,0,1,5,1,0,0,5,0,0,0,0,0,0,2,2,4,0,3,1,1,2,4,1800,1,1,"London : printed by A. Strahan, for T. Cadell junior and W. Davies, 1800.",London,166,male,1724,1804,TRUE,"of the briftol channel. A full fortnight, or more, he spent in this dangerous voyage; and it was happy for him that it was a fortnight of serene weather. Many a current, and many an eddy; many a flowing tide, and many an ebbing one, afforded him occasion to exert"
0856000202_000062,"The works, in verse and prose, of William Shenstone, Esq; in two volumes. With decorations. ...",William Shenstone,98,1,0,2,0,1,4,0,0,1,1,0,4,0,1,0,0,0,1,0,0,0,0,2,0,0,4,2,0,1,0,0,2,0,1,3,2,3,0,1,2,4,1,3,1,0,0,1,0,3,0,1,0,0,0,1,0,0,2,0,10,8,1,0,0,0,6,1,4,2,1,1,0,3,5,0,1768,2,2,"London : printed by H. Woodfall, for J. Dodsley in Pall-Mall, M.DCC,LXVIII. [1768].",London,353,male,1714,1763,TRUE,"great variety of objeas and beautiful hape of ground; and all at such a distance as to admit of beig fen distinctly; HENC, we proceed to the (N 31) rustic building before mentioned , a slight and unexpenfive. edifice, formed of rough unhewn sone, commouly called here the Temple of"
1266200402_000027,"A tour in Ireland: with general observations on the present state of that kingdom. Made in the years 1776, 1777, and 1778. and brought down to the end of 1779. By Arthur Young, Esq; F. R. S. Honorary Member of the Societies of Dublin, York and Manchester; the Oeconomical Society of Berne; the Palatine Academy of Agriculture, at Manheim, and the Physical Society at Zurich.",Arthur Young,120,0,0,5,0,1,6,0,0,2,0,0,2,0,0,0,0,1,2,0,0,0,0,4,0,0,3,1,0,6,1,0,0,2,5,3,0,1,0,2,0,1,0,4,2,6,0,0,0,2,1,0,0,0,1,0,2,11,0,0,10,0,1,2,1,1,1,1,3,5,0,5,0,1,12,0,1780,2,2,"Dublin : printed by George Bonham, for Messrs. Whitestone, Sleater, Sheppard, Williams, Burnet, Wilson, Jenkin, Wogan, Vallance, White, Beatty, Byrn, and Burton, M.DCC.LXXX. [1780].",Dublin,529,male,1741,1820,TRUE,"is perfet beauty ; but the upper scene , the broken outline, rugged fides , and bulging masses, are all sublime , and so powerful, that sublimity is the general impression of the whole, by overpowering the idea of beauty raised by the wood , The immense height of the"
1040100102_000003,"Observations, relative chiefly to picturesque beauty, made in the year 1772, on several parts of England; particularly the mountains, and lakes of Cumberland, and Westmoreland. Third edition. ... . By William Gilpin, M. A. Prebendary of Salisbury; and Vicar of Boldre, in New Forest, Near Lymington.",William Gilpin,100,0,0,0,3,2,4,1,0,2,0,0,1,0,0,2,1,0,0,0,2,0,0,3,0,0,3,0,1,6,3,0,4,2,1,0,1,3,1,3,0,0,7,0,3,0,0,1,1,5,3,2,0,0,3,0,1,3,0,0,7,0,0,0,0,0,1,4,3,0,0,2,0,1,4,0,1792,2,2,"London : printed for R. Blamire, Strand, 1792.",London,290,male,1724,1804,TRUE,"which the houses had unknowingly been founded, refilled the current, and given it a new direction. Unless this had intervened, it is probable, the houses, and all their inhabitants (so instantaneous was the n: in) had been swept away together. In passing farther along the vale, we saw other marks"
1598900102_000020,"A six months tour through the North of England. Containing, an account of the present state of agriculture, manufactures and population, in several counties of this kingdom. Particularly, I. The nature, value, and rental of the soil. II. The size of farms, with accounts of their stock, products, population, and various methods of culture. III. The use, expence, and profit of several sorts of manure. IV. The breed of cattle, and the respective profits attending them. V. The state of the waste lands which might and ought to be cultivated. VI. The condition and number of the poor, with their rates, earnings, &c. VII. The prices of labour and provisions, and the proportion between them. VIII. The register of many curious and useful experiments in agriculture, and general practices in rural occonomics, communicated by several of the nobility, gentry, &c. &c. Interspersed with descriptions of the seats of the nobility and gentry; and other remarkable objects: illustrated with copper plates of such implements of husbandry, as deserve to be generally known; and views of some picturesque scenes, which occurred in the course of the journey. In four volumes.",Arthur Young,107,0,0,7,0,2,11,1,0,1,0,0,0,1,0,1,0,2,1,0,0,0,1,2,0,1,2,2,1,2,0,0,2,0,5,10,0,0,2,2,0,0,1,2,0,1,0,2,0,2,0,0,0,0,1,0,2,1,2,0,3,0,2,0,0,0,10,1,0,8,0,0,1,2,6,1,1771,2,4,"London : Printed for W. Strahan; W. Nicoll, No 51, in St. Paul's Church-Yard; T. Cadell, in the Strand; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, MDCCLXXI. [1771].",London,475,male,1741,1820,TRUE,"continued hill from its very summit, to the bottom. nothing can be morde elegrtantta this valley, which confilts of a vast number of grass inlofures, interfe~td wvith thorn Gs hedges; E s4 1 If it be demanded, how such ill courses are to be Itopped : I arilwer, Ralfe their"
1040100102_000041,"Observations, relative chiefly to picturesque beauty, made in the year 1772, on several parts of England; particularly the mountains, and lakes of Cumberland, and Westmoreland. Third edition. ... . By William Gilpin, M. A. Prebendary of Salisbury; and Vicar of Boldre, in New Forest, Near Lymington.",William Gilpin,95,0,0,0,0,7,8,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,0,1,6,2,6,0,2,2,2,1,0,0,1,3,0,0,1,0,3,2,0,2,0,0,0,7,8,1,0,3,0,0,1,1,0,0,0,0,2,2,2,0,1,4,4,1792,2,2,"London : printed for R. Blamire, Strand, 1792.",London,290,male,1724,1804,TRUE,"On the left, is a continuation also of the same hanging woods , which began in Bun fler dale. In the midst of this woody scenery arises a grand, solitary, pointed rock , the characteristic feature of the vale; which by way of eminence is known by the name of"
0242300201_000072,"A six months tour through the north of England. Containing, an account of the present state of agriculture, manufactures and population, in several counties of this kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Account of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed with Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects: Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. Experiments on Rearing and Fattening of Hogs. As laid before the Society of Arts, &c. In three volumes. ...",Arthur Young,101,0,0,2,0,2,6,1,1,1,3,0,0,0,0,2,0,0,0,0,4,0,1,1,1,2,0,5,1,0,0,0,4,0,0,0,0,3,1,3,1,0,4,1,0,4,1,3,0,7,0,0,0,0,1,0,1,0,0,0,2,0,2,0,4,0,2,0,0,4,2,9,3,2,4,0,1770,1,3,"Dublin : printed for P. Wilson, J. Exshaw, H. Saunders, W. Sleater, D. Chamberlaine, J. Potts, J. Holy, jun. J. Williams, W. Colles, J Porter, C. Ingham, and T. Walker, MDCCLXX. [1770].",Dublin,429,male,1741,1820,TRUE,"I had been informed it was not shown; this procured me a certain admiilion to view that edifice, celebrated not only for its beauty , but the surprising expedition used. in'raifing it. If finished upon as large a scale as begun, it would be, I apprehend, the largest houre in"
