PassageID,Title,Author,Total termFreq,termFreq(add),termFreq(bake),termFreq(beat),termFreq(boil),termFreq(bread),termFreq(butter),termFreq(clean),termFreq(close),termFreq(cloth),termFreq(cold),termFreq(cover),termFreq(cream),termFreq(cut),termFreq(dish),termFreq(dry),termFreq(egg),termFreq(fine),termFreq(flour),termFreq(flower),termFreq(grate),termFreq(half),termFreq(heat),termFreq(hot),termFreq(hour),termFreq(juic),termFreq(lai),termFreq(larg),termFreq(lemon),termFreq(liquor),termFreq(littl),termFreq(mace),termFreq(melt),termFreq(milk),termFreq(mix),termFreq(nutmeg),termFreq(orang),termFreq(ounc),termFreq(oven),termFreq(pan),termFreq(peel),termFreq(pepper),termFreq(pint),termFreq(pot),termFreq(pound),termFreq(quart),termFreq(quarter),termFreq(red),termFreq(sauc),termFreq(set),termFreq(slice),termFreq(small),termFreq(spoon),termFreq(sugar),termFreq(syrup),termFreq(togeth),termFreq(turn),termFreq(water),termFreq(white),termFreq(wine),termFreq(yolk),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0972600500_000044,"The country housewife, and lady's director, for every month of the year. Both in the Frugal Management of the House, and in the Delights and Profits of the farm. Containing the whole art of cookery, laid down in a great Variety of the Best and Cheapest Receipts for Dressing all Sorts of Flesh, Fish, Fowl, Fruits, and Herbs, which are the Productions of a Farm, or any foreign Parts. Likewise The best Methods to be observed in Brewing Malt Liquors, and Making the several Sorts of English Wines. The Arts of Pickling, Preserving, Confectionary, Pastry, &c. &c. Together with a few of the Most approved and efficacious Medicines, proper to be kept in every private Family. Published for the Good of the Public. By R. Bradley, Professor of Botany in the University of Cambridge, and Fellow of the Royal Society.",Richard Bradley,202,2,2,3,17,5,11,1,2,3,4,3,7,1,2,0,4,5,4,2,3,7,0,5,4,2,1,0,7,1,11,1,2,5,5,4,3,0,0,1,3,3,3,3,1,3,0,0,2,4,2,0,6,4,0,4,2,9,7,2,4,1762,1,1,"London : printed for W. Bristow, the West-End of St. Paul's Cathedral, and C. Ethrington, at York, 1762.",London,358,male,1688,1732,FALSE,"PUT your Oyflers into scollop fhells, set them on a Gridiron, and let them flew till they are enough; then fill your Shells with grated Bread , set them before a good Fire, and bale them with Butter till they are of a fine brown. They may be browned with"
1739200400_000057,"The complete house-keeper, and professed cook. Calculated for the greater ease and assistance of ladies, house-keepers, cooks, &c. &c. Containing upwards of seven hundred practical and approved receipts, arranged under the following heads: I. Rules for marketing. II. Boiling, roasting, and broiling flesh, fish, and fowls; and for making soups and sauces of all kinds. III. Making made dishes of all sorts, puddings, pies, cakes, fritters, &c. IV. Pickling, preservaing, and making wines in the best manner and taste. V. Potting and collaring; aspikes in jellies; favoury cakes, blamonge, ice creams and other creams, whips, jellies, &c. VI. Bills of fare for every month in the year; with a correct list of every thing in season for every month; illustrated with two elegant copper-plates of a first and second course for a genteel [sic] table. A new edition, with considerable additions and improvements. By Mary Smith, late house-keeper to Sir Walter Blackett, bart. and formerly in the service of the Right Hon. Lord Anson, Sir Thomas Sebright, bart. and other families of distinction, as house-keeper and cook.","Smith, Mary, of Newcastle",275,6,9,2,15,7,12,2,1,3,1,1,9,1,4,0,12,3,2,0,9,15,0,1,11,5,1,1,4,0,17,2,0,4,6,11,5,7,0,1,3,0,7,1,17,5,14,0,1,0,6,0,4,6,0,7,3,2,4,2,3,1786,1,1,"Newcastle : Printed for S. Hodgson; and G.G.J. and J. Robinson, Paternoster-Row, London, M.DCCLXXXVI. [1786].",Newcastle upon Tyne,407,female,,,FALSE,"cream , a little nutmeg grated , and eight eggs , (leaving out the whites of four); mix it well together , iheet your difhl with light paste, put it in, and bake it three quarters of an hour ; then serve it up for a second course, garnished with"
1010900400_000067,"The london art of cookery, and housekeeper's complete assistant. On a new plan. Made plain and easy to the Understanding of every Housekeeper, Cook, and Servant in the Kingdom. Containing, Proper Directions for the Choice of all Kinds of Provisions. Roasting and Boiling all Sorts of Butchers Meat, Poultry, Game, and Fish. Sauces for every Occasion. Soups, Broths, Stews, and Hashes. Made Dishes, Ragoos, and Fricassees. All Sorts of Pies and Puddlings. Proper Instructions for dressing Fruits and Vegetables. Pickling, Potting, and Preserving. The Preparation of Hams, Tongues, and Bacon. The whole Art of Confectionary. Tarts, Puffs, and Pasties. Cakes, Custards, Jams, and Jellies. Drying, Candying, and Preserving Fruits, &c. Made Wines, Cordial Waters, and Malt Liquors. To which is added, an appendix, Containing Considerations on Culinary Poisons; Directions for making Broths, &c. for the Sick; a List of Things in Season in the different Months of the Year; Marketing Tables, &c. &c. Embellished with a head of the author, and a bill of fare for every month in the Year, elegantly engraved on Thirteen Copper-Plates. By John Farley, Principal Cook At The London Tavern.","Farley, John",200,3,5,2,12,1,7,4,0,0,0,1,6,5,2,1,7,6,3,1,3,10,0,0,5,1,4,2,7,3,12,3,2,4,4,3,4,1,3,3,2,3,7,0,6,3,6,0,0,1,1,3,5,6,0,4,1,5,2,1,4,1783,1,1,"London : printed for John Fielding, No. 23, Pater-Noster Row; and J. Scatcherd and J. Whitaker, No. 12, Ave Maria Lane, [1783].",London,497,unknown,,,FALSE,"take a pound of currants clean walled and picked, two or three spoonfuls of cream , and a little sack and role water . Mix all together , and fill the pie with it. When it be baked , stir in half a pound of frefll butter , and the"
0461100100_000062,"The London and country cook: or, accomplished housewife, containing practical directions and the best receipts in all the branches of cookery and housekeeping ; ... and illustrated with forty-nine large copper plates. By Charles Carter, ...","Carter, Charles",221,1,5,4,12,2,11,0,2,1,3,1,0,0,2,2,9,10,1,11,7,9,0,0,4,1,2,2,7,1,9,4,3,3,2,6,3,2,3,3,2,2,2,0,14,3,6,0,3,1,1,1,3,7,0,4,0,7,10,3,4,1749,1,1,"London : printed for Charles Hitch; Stephen Austen, and John Hinton, 1749.",London,420,unknown,,,FALSE,"it 183 it in a sauce pan , then put it on the fire and let it melt , then drudge in some flower , and stir it well fill the froth finks, and it will be brown; put in feme sliced onion, then put your mixture to the brown"
1245200400_000088,"The art of cookery, made plain and easy: which far exceeds any thing of the kind yet published. ... To which are added, one hundred and fifty new and useful receipts. Also, the order of a bill of fare ... And also, fifty receipts for different articles of perfumery. With a copious index. By Mrs. Glasse.",Hannah Glasse,193,1,2,7,9,3,8,4,3,2,0,2,4,4,2,1,4,8,1,1,0,5,1,5,4,1,8,2,5,1,8,2,2,0,3,5,2,4,2,4,2,2,6,0,5,0,7,3,5,0,1,1,2,7,0,2,0,4,5,8,3,1799,1,1,"Dublin : printed for W. Gilbert, 1799.",Dublin,556,female,1708,1770,TRUE,"such a manner, as to have the head peeping out; when it comes out of the oven have ready some almonds blanched and slit, and boiled up in sugar till brown. Stick it all over with the almonds, and for sauce , have red wine and sugar made hot ,"
0734600900_000052,"English housewifry exemplified in above four hundred and fifty receipts, giving directions in most parts of cookery; And how to prepare various Sorts of Soops, Made-Dishes, Pastes, Pickle's, Cakes, Creams, Jellies, Made-Wines, &c. With Cuts for the orderly placing the Dishes and Courses; also Bills of Fare for every Month in the Year; and an alphabetical Index to the whole. A Book necessary for Mistresses of Families, higher and lower Women Servants, and confined to Things Useful, Substantiaz and Splendid, and calculated for the Preservation of Health, and upon the Measures of Frugality, being the Result of thirty Years Practice and Experience. By Elizabeth Moxon. With an appendix, never before printed, containing upwards of sixty receipts, of the most valuable Kind, communicated to the Publisher by several Gentlewomen in the Neighbourhood, distinguished by their extraordinary Skill in Housewifry.",Elizabeth Moxon,167,2,5,3,3,1,7,1,0,1,2,1,6,3,8,1,7,4,0,4,2,6,0,2,5,2,2,2,2,0,6,2,3,1,2,3,1,1,3,3,3,2,5,2,5,3,3,0,3,2,2,0,5,10,0,2,2,1,6,1,3,1758,1,1,"Leedes : printed for George Copperthwaite, Bookseller, and sold at his Shop in Leedes; by T. Wilson, and C. Etherington, in York; sold also by Mr. B. Dod, Bookseller in Ave-Mary-Lane, London, 1758.",Leeds,261,female,,,TRUE,"melted , then put yourpuddings in, and cover the Difi, but sten turn your Puddings till they are brown alike, ( i97) alike, and when they are enough grate some Sugar over them, and serve them up hot . For a fide Dish you must let the Paste lie for"
0493500900_000021,"The house-Keeper's pocket-book, and compleat family cook: containing above twelve hundred curious and uncommon receipts in Cookery, Pastry, Preserving, Pickling, Candying, Collaring, &c. With Plain and easy Instructions for Preparing and Dressing every Thing suitable for an Elegant Entertainment, from Two Dishes to Five or Ten, &c. and Directions for ranging them in their proper Order. Also a copious and useful Bill of Fare, of all Manner of Provisions in Season, for every Month in the Year; so that no Person need be at a Loss to provide an agreeable Variety, at a moderate Expence. Together with Directions for making all Sorts of Wine, Mead, Cyder, Shrub, &c. and Distilling Strong-Waters, &c. after the most approved Methods: For Brewing Ale and Small-Beer in a cleanly, frugal Manner: And for Managing and Breeding Poultry to Advantage. Likewise several useful Family Receipts for taking out Stains, preserving Furniture, cleaning Plate, taking Iron-Moulds out of Linen, &c. As also easy Tables, of Sums ready cast up, from one Farthing to one Pound, for the Use of those not conversant in Arithmetic: And Tables shewing the Interest of Money from 3, 3 1/2, 4, and 5 per Cent. from one Day to a Year. The Whole is so contrived as to contain as much as any Book of double the Price; and the Excellency of the Receipts renders it the most useful Book of the Kind. By Mrs. Sarah Harrison, of Devonshire. The sixth edition, revised and corrected. To which are now added several modern receipts, by very good Judges of the separate Articles, particularly to dress Turtle, &c. Also, Every one their own physician: A Collection of the most appro[priate] Receipts for the Cure of most Disorders incident to Human bod[ies] Carefully compiled by Mary Morris.","Harrison, Sarah",241,3,6,2,11,5,17,0,0,3,3,2,6,0,3,0,9,4,5,4,7,8,0,2,5,1,3,2,4,0,9,1,3,3,7,5,4,5,3,3,2,0,5,1,12,4,8,0,0,1,4,0,8,10,0,7,2,11,6,0,2,1757,1,1,"London : printed for R. Ware, at the Bible and Sun, on Ludgate-Hill, M,DCC.LVII. [1757].",London,293,female,1733,1777,FALSE,"and: two Whites beaten, a little orange flower Water , two Ounegs of powdered Sugar , and half a Spoonful of Flour ; mix thie well together , and boil it in a China Basin buttered well oh the Inside; tie it in a Cloth well floured , and boil"
0223600900_000074,"The complete cook: teaching the art of cookery in all its branches; And to Spread a Table, In a Useful, Substantial and Splendid Manner, At all Seasons in the Year. With Practical Instructions To Choose, Buy, Dress and Carve all Sorts of Provisions. Far exceeding any Thing of the Kind yet Published. Containing the greatest variety of approved receipts in Cookery, Pastry, Confectionary, Preserving, Pickling, Collaring, &c. and Dishes for Lent and Fast-Days, A Variety of Made Dishes, And to Dress both the Real and Mock Turtle. With an appendix teaching the art of making wine, Mead; Cyder, Shrub, Strong, Cordial and Medical Waters; Brewing Malt Liquot; The Management and Breeding of Poultry and Bees: and Receipts For Preserving and Restoring Health and Relieving Pain; and for Taking out Stains, Preserving Furniture, Cleaning Plate, &c. For the Use of Families. By James Jenks, Cook.","Jenks, James",218,3,7,7,9,1,5,3,0,0,2,2,5,2,3,2,8,8,2,1,5,8,0,1,6,1,4,1,4,0,12,3,3,3,8,7,3,2,3,1,6,0,5,0,8,4,5,1,0,0,2,2,1,9,0,8,0,5,10,3,4,1768,1,1,"London : printed for E. and C. Dilly in the Poultry, MDCCLXVIII. [1768].",London,383,unknown,,,FALSE,"boiled . If so, serve it up with melted butter , and put in white wine and sugar . d J INCE, APRICOT, or white PEAR plumb PUDDING. Scald your quinces very tender, pare them very thin, fcrape'off the soft; mix it with sugar very sweet, put in a little"
0657400802_000093,"The ladies' library: or, encyclopedia of female knowledge, in every branch of domestic economy: comprehending, in alphabetical arrangement, distinct treatises on every practical subject, ... In which is included a vast fund of miscellaneous information, ... In two volumes. ...",Richard Steele,246,6,6,10,13,2,9,2,2,5,2,1,8,3,4,0,10,5,4,0,5,13,0,2,9,1,1,1,5,0,8,0,4,3,9,6,1,5,3,1,1,1,4,0,13,1,12,1,2,0,0,2,5,10,0,10,4,2,3,2,4,1790,2,2,"London : printed for J. Ridgway, 1790.",London,519,male,1672,1729,TRUE,"spoonful and a half of flour ; then mix them with your cream , add sugar and nutmeg to your palate, tie it close up in a cloth well buttered ; let it boil an hour , and turn it carefully. A Rabbit PUDDING. Take the meat of a large"
0279200700_000106,"The art of cookery, made plain and easy; which far exceeds any thing of the kind ever yet published. Containing, I. Of Roasting, Boiling, &c. II. Of Made-Dishes. III. Read this Chapter, and you will find how Expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes fit for a Supper, or Side-Dish, and little Corner-Dishes for a great Table; and the rest you have in the Chapter for Lent. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Fast-Dinner, a Number of good Dishes, which you may make use of for a Table at any other Time. X. Directions for the Sick. XI. For Captains of Ships. XII. Of Hog's Puddings, Sausages, &c. XIII. To Pot and Make Hams, &c. XIV. Of Pickling. XV. Of Making Cakes, &c. XVI. Of Cheesecakes, Creams, Iellies, Whip Syllabubs, &c. XVII. Of Made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries, and Preserves, &c. XIX. To Make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French-Beans, &c. XX. Of Distilling. XXI. How to Market, and the Seasons of the Year for Butcher's Meat, Poultry, Fish, Herbs, Roots, &c. and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. By a lady.",Hannah Glasse,214,2,7,15,6,2,11,1,2,0,2,2,4,3,5,2,6,7,2,1,6,13,0,6,5,1,5,3,2,0,9,1,6,1,9,2,3,3,5,3,3,0,3,1,9,1,3,1,0,0,1,2,1,6,1,6,1,2,7,0,3,1747,1,1,"London : printed for the author, and sold at Mrs. Wharton's toy-shop, the Bluecoat-Boy, near the Royal-Exchange ; at Mrs. Ashburn's china-shop, the Corner of Fleet-Ditch ; at Mrs. Condall's toy-shop, the King's Head and Parrot, in Holborn ; at Mr. Underwood's toy-shop, near St. James's-Gate ; and at most market-towns in England, M.DCC.XLVII. [1747].",London,364,female,1708,1770,TRUE,"put the Curd into a Mortar, and beat it with Half a Pound of fresh Butter , till the Butter and Curd are well mixed ; then beat six Eggs , Half the Whites , and itrain them to the Curd, two Naples Bitcuits, or'half a Penny roll grated mix"
0643201300_000040,"The house-Keeper's pocket-book; and compleat family cook. Containing above seven hundred curious and uncommon receipts, in Cookery, Pastry, Preserving, Pickling, Candying, Collaring, &c. With plain and easy Instructions for preparing, and dressing every Thing suitable for an Elegant Entertainment, from Two Dishes to Five or Ten, &c. And Directions for ranging them in their proper Order. To which is prefix'd, Such a copious and useful Bill of Fare of all manner of Provisions in Season for every Month of the Year, that no Person need be at a Loss to provide an agreeable Variety of Dishes, at a moderate Expence. With Directions for making all Sorts of Wines, Mead, Cyder, Shrub, &c. and distilling Strong-Waters, &c. after the most approved Method. And Directions for managing and breeding Poultry to Advantage. Concluding with many excellent Prescriptions, of singular Efficacy in most Distempers incident to the Human Body; extracted from the Writings of the most eminent Physicians. By Mrs. Sarah Harrison, of Devonshire.","Harrison, Sarah",239,1,8,6,12,0,10,0,0,3,2,0,7,0,3,1,12,4,6,3,5,11,0,2,6,1,0,1,4,0,11,4,4,3,9,7,4,6,4,1,1,0,5,2,17,2,2,0,0,2,3,2,6,13,1,7,1,4,6,0,4,1751,1,1,"London : printed for R. Ware, at the Bible and Sun on Ludgate-Hill, [1751].",London,315,female,1733,1777,FALSE,"Pound of the best fresh But. ter melted , with a little Sugar and rosewater, ready to pour on them; then TRUE on some fine Loaf Sugar  over, the Top of them, then set them into the Oven again, and when they are iced, draw them. To m7zke a"
0901200400_000043,"The complete family-piece: and, country gentleman, and farmer's best guide. In three parts. ... With a complete alphabetical index to each part.",,184,1,5,1,6,2,13,0,0,1,1,2,5,5,4,2,2,1,2,1,1,7,0,2,4,2,4,1,5,1,10,8,3,0,2,2,2,3,1,3,3,7,6,5,2,5,3,0,7,0,4,0,1,3,0,3,0,6,6,7,1,1741,1,1,"London : printed for C. Rivington; S. Birt; T. Longman; C. Hitch; and J. Clarke, 1741.",London,594,unknown,,,FALSE,"when tis baked , scrape Sugar on it; and serve it hot . Fish Sauce to keep the qhole ear. Take 24 Anchovies, chop them Bones and all, put to so Shallots, a Handful of scrape horse radish 4 Blades of Mace , I Quart of Rhenilh Wine , or"
1025100800_000109,"The art of cookery, made plain and easy; which far exceeds any thing of the kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soops aud Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheese-Cakes, Creams, Jellies, Whipt. Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, by way of appendix, one hundred and fifty new and Useful receipts, And a Copious Index. By a lady.",Hannah Glasse,213,2,6,4,12,3,8,2,1,0,0,4,5,6,4,0,6,6,1,0,3,8,0,0,4,0,12,1,5,1,19,4,2,2,3,3,2,1,4,1,5,3,6,0,10,2,7,2,0,0,5,2,3,5,3,3,0,6,1,1,4,1770,1,1,"London : printed for W. Strahan, J. and F. Rivington, W. Johnston, L. Davis, T. Longman, R. Baldwin, W. Owen, J. Hinton, B. White, S. Crowder, T. Caslon, Hawes and Co W. Nicoll, J Robson, T. Becket, T. Davies. J. Wilkie, Robinson and Roberts, J. Almon, J. Knox, T. Cadell, W. Cornish, R. Dymott, H. Gardner, B. Domville, S. Bladon, G. Pearck, and W. and J. Richardson, 1770.",London,442,female,1708,1770,TRUE,"and pare ome potatoes, and cut them in slices , peel some onions, cut them in slices , pare ome apples and slice them, make a good cruft, cover your dish , lay a quarter of a pound of butter all over, take a quarter of an ounce of mace"
1623500300_000043,"The lady's housewife's, and cookmaid's assistant: or, The art of cookery explained and adapted to the meanest capacity. Containing, I. How to roast and boil to perfection every thing necessary to be sent up to table. II. Of made dishes. III. To make a number of pretty little dishes for a supper or side-dish, and little corner-dishes for a great table. IV. To dress fish. V. Of soups and broths. VI. Of puddings. VII. Of hogs puddings, sausages, &c. VIII. Of pyes. IX. To pot and make hams, &c. X. Of pickling. XI. Of making cakes, &c. XII. Of cheese-cakes, creams, jellies, whip-syllabubs, &c. XIII. Of made wines, brewing, French bread, muffins, &c. XIV. Jarring cherries, preserves. XV. To dress turtle, and make mock turtle. XVI. To prepare food for sick persons. The whole designed to fit out an entertainment in an elegant manner, and at a small expence. By E. Taylor.","Taylor, E.",283,3,6,12,11,4,10,4,4,3,3,3,11,0,3,0,12,3,4,1,8,18,0,5,4,3,1,0,5,0,13,0,7,7,7,7,3,3,0,2,2,1,6,0,26,5,9,1,0,1,2,1,3,8,0,5,0,11,5,5,2,1769,1,1,"London : Printed for G. Freer, near Temple [Bar], MDCCLXIX. [1769].",London,316,unknown,,,FALSE,"potatoes in a little thick cream , put in melted butter , salt, nutmeg , pepper , some bread crumbs; roafi them before the fire in fcallop fhells, or brown them with a red hot iron. A boiled L o A. Pou i a pint of milk scalding hot over"
0773300400_000064,"The complete housewife: or, accomplished gentlewoman's companion. Being a collection of upwards of seven hundred of the most approved receipts in Cookery, Pastry, Confectionary, Preserving, Pickles, Cakes, Creams, Jellies, Made Wines, Cordials. With Copper Plates, curiously engraven, for the regular Disposition or Placing of the various Dishes and Courses. And Also, Bills of Fare for every Month in the Year. To which is added, A Collection of above Three Hundred Family Receipts of Medicines; viz. Drinks, Syrups, Salves, Ointments, and various other Things of sovereign and approved Efficacy in most Distempers, Pains, Aches, Wounds, Sores, &c. particularly Mrs. Stevens's Medicine for the Cure of the Stone and Gravel, and Dr. Mead's famous Receipt for the Cure of a Bite of a mad Dog; with several other excellent Receipts for the same, which have cured when the Persons were disordered, and the salt Water failed; never before made public; fit either for private Families, or such public-spirited Gentlewomen as would be beneficent to their poor Neighbours. With Directions for Marketing. By E. Smith.",Eliza Smith,236,1,5,9,13,3,10,0,2,0,3,5,3,0,8,0,8,9,2,1,6,17,0,3,9,1,0,2,2,0,7,1,4,8,3,6,2,5,4,3,3,0,4,0,15,5,5,1,0,1,1,1,5,10,1,4,1,1,8,1,4,1766,1,1,"London : printed for J. Buckland, H. Woodfall, J. Rivington, R. Baldwin, W. Johnston, T. Longman, B. Law, C. Rivington, T. Lowndes, C. and R. Ware, S. Bladon, and W. Nicoll, 1766.",London,388,female,,,FALSE,"picked from the blacks, a pint and a quarter of milk warmed; let it steep one night; three : quarters of a pound of beef fuet shred, one nutmeg , three spoonfuls of sugar , afmall handful of flour , four eggs , and salit t your tafle; make two"
1378100300_000042,"The house-keeper's pocket-book; and compleat family cook. Containing above seven hundred curious and uncommon receipts, in cookery, pastry, preserving, pickling, candying, collaring, &c. with plain and easy instructions for preparing and dressing every thing suitable for an elegant entertainment, from two dishes to five or ten. &c. and directions for ranging them in their proper order. To which is prefix'd, such a copious and useful bill of fare of all manner of provisions in season for every month of the year, that no person need be at a loss to provide an agreeable variety of dishes, at a moderate expence. With directions for making and breeding poultry to advantage. Concluding with many excellent prescriptions, of singular efficacy in most distempers incident to the human body; extracted from the writings of the most eminent physicians. By Mrs. Sarah Harrison, of devonshire.","Harrison, Sarah",234,2,5,7,13,7,15,0,2,3,2,2,5,1,0,0,13,1,5,2,7,7,0,5,6,2,0,1,3,0,9,1,3,7,7,4,1,3,1,1,1,1,7,2,9,1,10,0,3,2,3,2,11,7,0,8,0,3,7,0,4,1748,1,1,"London : Printed for R. Ware, at the Bible and Sun on Ludgate-Hill, 1745.",London,312,female,1733,1777,FALSE,"up in a firong Clothi, and let it boil twso hours . Mtake Sauce ofbutter, Vinegar, and Sugar . A @akingf Pucdding. TARE a Quart of Cream , and beat two or three spoonfuls of Flour of Rice, a Penny white Loaf grated , and seven Eggs ; season it"
0185200600_000141,"The universal cook, and city and country housekeeper. Containing all the various branches of cookery: the different methods of dressing Butchers Meat, Poultry, Game, and Fish; and of preparing gravies, cullices, soups, and broths; to dress roots and vegetables, and to prepare Little elegant Dishes for Suppers or light Repasts: to make all sorts of pies, puddings, pancakes, and fritters; cakes, puffs, and biscuits; cheesecakes, tarts, and custards; creams and jams; blanc mange, flummery, elegant ornaments, jellies, and syllabubs. The various Articles in candying, drying, preserving, and pickling. The preparation of hams, tongues, bacon, &c. Directions for trussing poultry, carving, and marketing. The making and management of Made Wines, Cordial Waters, and Malt Liquors. Together with Directions for Baking Bread, the Management of Poultry and the Dairy, and the Kitchen and Fruit Garden; with a Catalogue of the various Articles in Season in the different Months of the Year. Besides a Variety of useful and interesting tables. The Whole Embellished with The Heads of the Authors, Bills of Fare for every Month in the Year, and proper Subjects for the Improvement of the Art of Carving, elegantly engraved on fourteen Copper-Plates. By Francis Collingwood, and John Woollams, Principal cooks at the Crown and Anchor Tavern in the Strand. Late from the London Tavern.","Woollams, John",207,5,1,3,13,1,7,2,0,1,0,1,5,7,2,1,7,1,6,0,3,7,0,1,3,1,4,5,11,1,15,5,1,3,5,5,1,1,2,3,3,3,7,1,3,5,3,0,0,1,2,1,7,2,0,1,0,9,8,7,4,1792,1,1,"London : printed by R. Noble, for J. Scatcherd and J. Whitaker, No. 12, Ave-Maria-Lane, 1792.",London,491,unknown,,,FALSE,"boiled a pound of rice in two quarts of milk till it be tender and thick, beat it in a mortar with a quarter of a pound of sweet almonds blanched. Then boil two quarts of cream , with a few crumbs of white bread , and two or three"
0461600200_000080,"The London art of cookery, and housekeeper's complete assistant. On a new plan. Made plain and easy ... To which is added, an appendix; ... By John Farley, ...","Farley, John",256,1,4,13,11,1,11,3,1,4,1,1,6,6,5,0,13,7,5,0,7,12,1,1,7,1,2,3,1,0,6,0,6,6,10,5,4,3,2,1,1,0,6,0,17,1,5,0,1,2,3,1,9,9,0,10,2,1,7,2,8,1800,1,1,"London : printed by John Barker, for James Scatcherd; T. Wilkie; Messrs. Richardson; Longman and Rees; Lackington and Co. [and 4 others in London], 1800.",London,486,unknown,,,FALSE,"in your difl, and pour melted butter over it. You may put white wine and sugar into the butter , if you please, and it will be a very great addition. yturk/ire Pudding. THIS pudding is usually baked under meat, and is thus made: Beat four large spoonfuls of fine"
0541800500_000053,"The compleat city and country cook: or, accomplish'd housewife. Containing, Several Hundred of the most approv'd Receipts in Cookery, Confectionary, Cordials, Cosmeticks, Jellies, Pastry, Pickles, Preserving, Syrups, English Wines, &c. Illustrated with forty-nine large copper plates, directing the regular placing the various Dishes on the Table, from one to four or five Courses: Also, Bills of Fare according to the several Seasons for every Month of the Year. Likewise, The Horse-Shoe Table for the Ladies at the late Instalment at Windsor; the Lord Mayor's Table; and other Hall Dinners in the City of London; with a Fish Table, &c. By Charles Carter. Lately Cook to his Grace the Duke of Argyle, the Earl of Pontefract, the Lord Cornwallis, &c. To which are added, Near Two Hundred of the most approved Receipts in Physick and Surgery, for the Cure of the most common Diseases incident to Families; with several sovereign Receipts for the Cure of the Bite of a Mad Dog.","Carter, Charles",224,6,4,6,5,1,7,0,0,1,2,3,6,2,5,0,9,7,0,7,7,11,1,0,1,2,3,2,3,0,9,3,1,2,7,2,8,0,2,4,1,1,5,1,13,5,4,0,2,2,4,5,3,11,0,5,3,8,7,1,4,1736,1,1,"London : printed for A. Bettesworth and C. Hitch; and C. Davis, in Pater-Noster-Row: and S. Austen in St Paul's Church-Yard, 1736.",London,399,unknown,,,FALSE,"and boiled up in Water and Sugar , put two of these Oranges , lay them on your puss pafte in a Dill as before. A Rice Florendine. BO I L half a pound of Rice in fair Water till it is very tender, then put to it a Quart"
1295000300_000010,"A complete collection of cookery receipts, (consisting of near four hundred,) which have been taught upwards of fifty years, with great reputation. By Susanna, Elizabeth, and Mary Kellet.","Kellet, Mary",233,2,3,11,10,3,17,1,0,7,0,1,7,2,3,3,8,4,10,0,3,3,0,2,4,1,3,2,5,0,16,4,2,6,3,8,1,1,1,3,2,0,4,1,10,1,6,0,5,1,0,2,3,7,0,3,2,5,13,5,3,1780,1,1,"Newcastle upon Tyne : printed by T. Saint; and sold by W. Charnley, Whitfield and Co. and all the booksellers in town and country, MDCCLXXX. [1780].",Newcastle upon Tyne,218,female,,,FALSE,"( 22) finall shred, a pound of currants, one apple, rose water , a little flour , sugar , and candied peel , mix all together , butter your dish , and bake it or boil it. To n3ke WHITE PUDDINGS. Take three penny loaves, grate them, and dry it"
