PassageID,Title,Author,Total termFreq,termFreq(acr),termFreq(appurten),termFreq(arabl),termFreq(barlei),termFreq(belong),termFreq(bushel),termFreq(clover),termFreq(contain),termFreq(crop),termFreq(drill),termFreq(expenc),termFreq(experi),termFreq(farm),termFreq(farmer),termFreq(feed),termFreq(feet),termFreq(field),termFreq(foil),termFreq(gave),termFreq(grass),termFreq(half),termFreq(heir),termFreq(held),termFreq(hous),termFreq(improv),termFreq(land),termFreq(late),termFreq(littl),termFreq(manor),termFreq(manur),termFreq(meadow),termFreq(measur),termFreq(oat),termFreq(parcel),termFreq(parish),termFreq(pastur),termFreq(perch),termFreq(piec),termFreq(plant),termFreq(plough),termFreq(pound),termFreq(produc),termFreq(profit),termFreq(quarter),termFreq(rent),termFreq(return),termFreq(rood),termFreq(seed),termFreq(societi),termFreq(sow),termFreq(squar),termFreq(tenement),termFreq(town),termFreq(turnip),termFreq(valu),termFreq(wheat),termFreq(wood),termFreq(worth),termFreq(yard),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0816800300_000014,"A six weeks tour, through the southern counties of England and Wales. Describing, particularly, I. The present state of agriculture and manufactures. II. The different Methods of cultivating the Soil. III. The Success attending some late Experiments on various Grasses, &c. IV. The Prices of Labour and Provisions. V. The state of the working poor in those Counties, wherein the Riots were most remarkable. With descriptions and copper-plates, of such newly invented Implements of Husbandry as deserve to be generally known: interspersed With Accounts of the Seats of the Nobility and Gentry, and other Objects worthy of Notice. By the author of the Farmer's letters.",Arthur Young,128,8,0,0,12,0,7,11,0,14,0,0,0,1,5,3,0,1,0,0,2,1,0,0,0,0,3,0,0,0,4,0,0,8,0,0,1,0,0,0,7,1,2,1,3,0,1,0,3,0,8,0,0,1,4,1,12,1,1,1,1772,1,1,"London : printed for W. Strahan; W. Nicoll, No. 51, in St. Paul's Church-Yard; T. Cadell, in the Strand; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, MDCCLXXII. [1772].",London,486,male,1741,1820,TRUE,"stiff soil. He has generally carted the dlay that arose from the ditches on to his clover lays, and this has been an inducement sometimes to keep the land down for three years, but the vats quantity of clay killed the clover , and brought up natural grass , which"
0479601300_000020,"An essay on man. By Alexander Pope, Esq; Enlarged and improved by the author. With notes by, William Warburton, A.M.",Alexander Pope,115,1,0,2,5,0,0,2,0,9,4,0,0,2,8,2,0,2,0,0,4,0,0,0,1,10,2,1,0,0,2,3,1,2,0,0,0,0,0,1,10,1,0,1,0,0,0,0,7,1,10,0,0,1,5,1,14,0,0,0,1745,1,1,"Dublin : printed by George Faulkner, MDCCXLV. [1745].",Dublin,95,male,1688,1744,TRUE,"Day is published, by George Faulkner, Printer hereof, in' Three Vols.'oftavo, Price very neatly bound 16s. 3d. TPHE MODERN HUSBANDMAN; or The Present J PRACTICE of FARMING . s it is carried on by the mos Accurate Farmers in several Counties of England. By WILLIAM ELSE, a Farmer , Hertfordshire."
0085100301_000518,"England displayed. Being a new, complete, and accurate survey and description of the Kingdom of England, and principality of Wales. Containing, I. A full and ample Account of whatever is remarkable in every County, City, Town, Village, Hamlet, and Parish in England and Wales. II. Description of the various Manufactures and other useful Arts established in different Parts of this Kingdom. III. Accounts of the Nature and Produce of the various Kinds of Land, with a complete History of the modern Improvements in Agriculture, Gardening, &c. IV. An historical Account of all the Forts, Castles, Roman Military Ways, Docks, Harbours, Creeks, Bays, &c. with the Particulars of their ancient and present State. V. A full Description of all the natural and artificial Curiosities of this Kingdom; such as Rocks, Mines, Caverns, Lakes, Grottos, Fossils, Minerals, Abbeys, Cathedrals, Churches, Palaces, and the Seats of the Nobility and Gentry. VI. A faithful Narrative of all Improvements made in the Roads, Rivers, and Canals of this Kingdom, for the Convenience of Travelling, and the Benefit of Inland Navigation. The whole forming such an accurate and comprehensive Account of this Country, as has never yet been published, and will be equally entertaining and instructive. By a society of gentlemen: Each of whom has undertaken that Part for which his Study and Inclination has more immediately qualified him. The particulars respecting England, revised, corrected, and improved, by P. Russell, Esq; and those relating to Wales, by Mr. Owen Price.",Society of Gentlemen,147,21,0,4,7,0,9,2,1,4,0,0,0,7,0,2,0,0,0,0,4,2,0,0,0,0,9,0,0,0,1,0,0,4,0,1,0,0,1,0,8,4,1,0,14,4,1,0,2,0,10,0,0,1,10,2,10,0,0,1,1769,1,2,"London : printed for the authors, by Adlard and Browne, Fleet-Street: and sold by S. Bladon, No. 28, T. Evans, No. 54, and J. Coote, No. 16, in Pater-Noster Row; W. Domville, and F. Blythe, at the Royal Exchange, MDCCLXIX. [1769].",London,469,unknown,,,FALSE,"common practice around Grantham, to pare and burn their old turf when they convert it into arable land . The operation cots about twenty Shillings ah acre . The country between Grantham and Newark is all open. About Foflien, the soil is a rich clay, which lacks after rain like"
0179501100_000007,"Letters and papers on agriculture, planting, &c. selected from the correspondence of the Bath and West of England Society for the encouragement of agriculture, arts, manufactures, and commerce. To which is added an appendix; containing a proposal for the further improvement o agriculture, by a Member of the Society. And the translation of a letter from Dr. Tissot to Mons. Hirzel, in Answer to Mons. Linguet's Treatise on Bread-Corn and Bread. By Another Member of the Society. Vol I.",Bath and West of England Society,81,4,0,2,1,0,0,3,0,3,1,0,3,2,4,3,2,1,1,0,1,3,0,0,0,0,7,0,0,0,2,2,0,0,0,1,1,0,0,9,5,0,3,0,1,1,0,0,6,0,0,2,0,0,2,1,3,0,0,1,1792,1,1,"Bath : printed, by order of the Society, by R. Cruttwell; and sold by C. Dilly, Poultry, London, and by the booksellers of Bath, Bristol, Salisbury, Glocester, Exeter, &c. &c., MDCCXCII. [1792].",Bath,369,unknown,,,FALSE,"for fattening beafs; the remainder we' feed off with sheep and lambs, which clear the land of every part of them. We generally mow the first and second growth of clover ; not merely on account of the hay, but because, by repeated experience , we are convinced the wheat"
0070200101_000040,"A six months tour through the North of England. Containing, an account of the present state of agriculture, manufactures and population, in several Counties of this Kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Accounts of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings, &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed With Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects: Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. In four volumes. ...",Arthur Young,89,4,0,1,2,0,4,4,0,7,0,0,0,4,4,2,0,0,0,1,4,2,0,0,0,1,8,0,3,0,6,0,0,0,0,1,1,0,0,1,3,0,2,1,4,3,0,0,1,0,2,0,0,1,6,2,3,0,0,1,1770,1,4,"London : printed for W. Strahan; W. Nicoll, No 11. in St. Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, MDCCLXX. [1770].",London,443,male,1741,1820,TRUE,"but once, sow three bushels and an half , and reckon the mean produce at two quarters , or two and a bushel . Fcr [ ii ] For lentils they likewise plough but once, sow two bushels and a peck per acre ; the crop about two quarters and"
0281200100_000592,"The complete farmer: or, a general dictionary of husbandry, in all its branches; containing the various methods of cultivating and improving every species of land, according to the precepts of both the old and new husbandry. Comprising every Thing valuable in the best Writers on this Subject, viz. Linnaeus, Chateauvieux, the Marquis of Turbilly, Platt, Evelyn, Worlidge, Mortimer, Tull, Ellis, Miller, Hale, Lisl?, Roque, Mills, &c. Together with A Great Variety of New Discoveries and Improvements. Also The Whole Business of Breeding, Managing, and Fattening Cattle of all Kinds; and the most approved Methods of curing the various Diseases to which they are subject. Together with the Method of raising Bees, and of acquiring large Quantities of Wax and Honey, without destroying those laborious Infects. To which is now first added, the gardener' kalendar, Calculated for the Use of Farmers and Country Gentlemen. Illustrated with a great variety of folio copper-plates, finely engraved; exhibiting all the Instruments used in Husbandry; particularly those lately invented, and presented to the Society for the Encouragement of Arts, &c. in London; many of which have never yet appeared in a Work of this Nature. The second edition, corrected and improved. By a society of gentlemen, Members of the Society for the Encouragement of Arts, Manufactures, and Commerce.",Society of Gentlemen,92,6,0,0,2,0,3,1,0,6,7,0,3,0,2,0,2,3,0,0,5,4,0,0,0,2,2,0,2,0,1,0,0,4,0,0,0,0,3,7,1,4,6,1,1,1,0,1,2,0,2,1,0,0,3,0,0,0,3,1,1769,1,1,"London : printed for R. Baldwin, Hawes, Clarke and Collins, S. Crowder, T. Longman, B. Law, T. Lowndes, and Robinson and Roberts. And sold by James Williams, in Skinner-Row, Dublin, MDCCLXIX. [1769].",London,829,unknown,,,FALSE,"But my experience is very insufficient to decide this point absolutely. I could wist that gentlemen would make trials of the horfe hoeing of faintfoin in different soils and situations. "" Experiments carefully made, and often varied, by persons void of prejudice, may, in time, decide that im -- portant"
0958500102_000085,"A six months tour through the North of England: containing, an account of the present state of agriculture, manufactures and population, in several Counties of this Kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Accounts of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings, &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed With Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects; Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. La seule vol de se procurer un corps complet Agriculture, seroit, sans doute, de rassembler les diverses observations quaeroient fourni dans chaque province. Encyclopedie. In Four Volumes. ...",Arthur Young,107,16,0,3,2,0,10,2,0,4,0,0,4,1,0,2,2,5,1,0,4,2,0,0,0,0,2,0,0,0,6,0,0,2,0,0,2,0,0,0,15,1,0,0,1,0,1,0,1,0,9,0,0,1,2,1,3,0,0,2,1770,2,4,"London : printed for W. Strahan; W. Nicoll, No 51. in St. Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, M.DCC.LXX. [1770]-71.",London,475,male,1741,1820,TRUE,"five coulteied scarificator. Of which Ihtook this flrtch,, .pfaxe IV fig. 3 * "". ato b [ 382 ] a to b 6 feet 6, inches, cto d 2 -- -6 etof 4- The oval coulter hoard 15 inches broad The coulters three inches from each other. two feet three"
1553400122_000132,"Annals of agriculture, and other userful arts. Collected and published by Arthur Young, Esq. F.R.S. honoary member of the societies of Dublin, Bath, York, Salford, Odiham, and Kent; the Philosophical and Literary Society of Manchester; the Veterinary College of London; the Economical Society of Berne; the Physical Society of Zurich; the Palatine Academy of Agriculture at Manheim; the Imperial Economical Society established at Petersburgh; the Royal and Electoral Economical Society of Celle: associate of the Royal Society of Agriculture at Paris; and corresponding member of the Royal Academy of Agriculture at Florence; and of the Patriotic Society at Milan. Vol. XXII.",Arthur Young,115,3,0,2,10,0,3,5,0,3,5,0,0,2,2,1,2,0,0,0,0,3,0,0,0,0,12,0,2,0,0,0,0,0,1,2,0,0,0,0,8,0,2,3,3,3,0,0,3,0,4,0,0,1,8,0,16,5,0,1,1794,22,33,"Bury St. Edmund's : Printed for the editor, by J. Rackham, and sold by W. Richardson, Royal-Exchange, London, MDCCXCIV. [1794].",,658,male,1741,1820,TRUE,"be Town in that manner. Mr. W. ploughs for peas six inches in drpth, and drills four bushels to the acre . The wheels of his drill machine, moving after the drill , cover the earth and obiviate the ncellni.y of harrows. He has tried, both wheat and barley dnrlled,,"
1107400102_000011,"The farmer's tour through the East of England. Being the register of a journey through various counties of this Kingdom, to enquire into the state of agriculture, &c. Containing, I. The particular Methods of cultivating the Soil. II. The Conduct of live Stock, and the modern System of Breeding. III. The State of Population, the Poor, Labour, Provisions, &c. IV. The Rental and Value of the Soil, and its Division into Farms, with various Circumstances attending their Size and State. V. The Minutes of above five hundred original Experiments, communicated by several of the Nobility, Gentry, &c. With Other Subjects that tend to explain the present State of English Husbandry. By the author of the Farmer's letters, and the Tours through the North and South of England. In Four Volumes. ...",Arthur Young,130,29,0,1,5,0,0,4,0,3,0,0,9,1,4,0,1,4,0,0,1,2,0,0,0,1,12,0,0,0,4,1,0,0,0,0,1,0,1,10,3,0,1,5,5,2,0,1,0,0,3,0,0,0,3,2,6,0,5,0,1771,2,4,"London : printed for W. Strahan; W. Nicoll, No. 51. St, Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, Edinburgh, MDCCLXXI. [1771].",London,579,male,1741,1820,TRUE,"acre ; he has sometimes on weak land had had 6 quarters . The clover gives a load and half of hay at one mowing: and the wheat 3 quarters per acre . His farm is a very well distributed one. It in general is, 236 Acres in all I"
0179500400_000123,"General view of the agriculture of the West Riding of Yorkshire. Surveyed by Messrs Rennie Brown, & Shirreff, 1793. With observations on the means of its improvement, and additional information since received. Drawn up for the consideration of the Board of Agriculture and Internal Improvement. By Robert Brown, Farmer at Markle, near Haddington, Scotland.",John Shirreff,243,101,0,17,6,0,0,5,3,4,0,0,0,0,3,1,0,2,0,0,11,2,0,0,1,1,17,0,2,0,0,5,2,9,0,11,8,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,2,5,0,7,8,2,2,1799,1,1,"Edinburgh : printed for James Watson, No 40. South Bridge; G. Nicol, Pall-Mall, Bookseller to his Majesty, and the Board of Agriculture; and sold by G. G. & J. Robinson, Pater-Noster Row; J. Sewell, Cornhill; Cadell & Davies, Strand, London; W. Creech, Edinburgh; and John Archer, Dublin, 1799.",Edinburgh,438,male,1759,1818,FALSE,"ware is about to be incloscd. Parifi of High Hoglanl, This parifi contains three townships viz. a. r. p. i. High Hogland 730 2 8 by survey 243 2 2 grass 487 o 6 arable 9 o o ware ico 0 o woods . 2 Clayton 1378 z 38 by"
0070200101_000070,"A six months tour through the North of England. Containing, an account of the present state of agriculture, manufactures and population, in several Counties of this Kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Accounts of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings, &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed With Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects: Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. In four volumes. ...",Arthur Young,87,6,0,1,0,0,2,1,0,4,2,0,1,1,2,3,4,7,0,0,5,1,0,0,0,1,5,0,0,0,13,0,0,0,0,0,1,0,3,3,3,0,0,0,1,0,0,2,1,0,4,2,0,1,2,2,0,0,1,2,1770,1,4,"London : printed for W. Strahan; W. Nicoll, No 11. in St. Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, MDCCLXX. [1770].",London,443,male,1741,1820,TRUE,"way he sows four bushels , and reaps two quarters and an half ; in the drilling method sows 2 bushels ; the crop the same. For turnips he ploughs three times, hoes them twice, and reckons the value at an average about 36 s. per acre . Sometimes he"
0762900200_000891,"The complete farmer: or, a general dictionary of husbandry in all its branches; containing the various methods of cultivating and improving every species of land, according to the precepts of both the old and new Husbandry. Comprising every Thing valuable in the best Writers on this Subject, viz. Linnaeus, Chateauvieux, the Marquis of Turbilly, Platt, Evelyn, Worlidge, Mortimer, Tull, Ellis, Miller, Hale, Lisle, Roque, Mills, Young, Marshall, &c. &c. Together with A great variety of new discoveries and improvements. Also The whole Business of Breeding, Managing, and Fattening Cattle and Poultry of all Kinds; and the most approved Manner of curing the various Diseases to which they are subject. Together with the Manner of raising Bees, and of acquiring large Quantities of Wax and Honey, without destroying those laborious Insects. Also, the Management of Vines, and the best Method of making all Sorts of Wines. Illustrated with a great variety of copper-plates, accurately engraved; exhibiting all the Instruments used in Husbandry; particularly those lately invented, as well as those presented to the Society for the Encouragement of Arts, &c. in London; many of which have never yet approved in a Work of this Nature. The fourth edition, considerably improved, and greatly enlarged. By a society of gentlemen, members of the society for the encouragement of arts, manufactures, and commerce.",Society of Gentlemen,90,8,0,0,5,0,4,1,0,5,5,0,2,0,1,0,1,6,0,0,7,5,0,0,0,1,4,1,2,0,1,0,1,3,0,0,1,0,1,7,1,1,1,0,1,1,0,1,2,0,2,0,0,1,3,0,0,0,3,1,1793,1,1,"London : printed for T. Longman, B. Law, G. G. J. and J. Robinson, T. Cadell, R. Baldwin, W. Otridge, and W. Lowndes, 1793].",London,767,unknown,,,FALSE,"which the farmer who rented grass or weeds arise to choke it there, its young and ten it did not think worth his while to cultivate. There hap der shoots have the benefit of the whole pasture , and its pened to be a great quantity of red stony marl"
1245100100_000104,"General view of the agriculture of the West Riding of Yorkshire; surveyed by Messrs. Rennie, Brown, & Shirreff, 1793; with observations on the means of its improvement, and additional information since received. Drawn up for the consideration of the Board of Agriculture, and Internal Improvement. By Robert Brown, ...",George Rennie,104,10,0,0,7,1,4,6,0,5,1,0,0,3,2,0,0,5,0,0,3,2,0,0,0,6,14,2,1,0,3,1,0,1,0,0,2,0,0,0,2,0,1,0,0,2,0,0,2,1,1,0,0,1,6,0,8,0,1,0,1799,1,1,"London : printed for Richard Phillips; sold by Faulder & Son; Reynolds; J. Harding; J. Asperne; Black, Parry, & Kingsbury; Wilson & Spence, & Todd, York; Slater & Bacon, Sheffield; Edwards & Son, Halifax; W. Sheardon, Doncaster; Constable & Co. Edinburgh; J. Archer, Dublin & all other booksellers; by B. McMillan, 1799.",London,436,male,1749,1828,FALSE,"them. Lands in this neighbourhood fubjct both to great and small tithes, which, Mr Taylor says, damps every spirit of improvement . Mr Taylor uses a great deal of bone dufl, 50 bushels of which, mixed with some short manure , is sufficient for an acre , although it is"
0958500102_000031,"A six months tour through the North of England: containing, an account of the present state of agriculture, manufactures and population, in several Counties of this Kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Accounts of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings, &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed With Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects; Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. La seule vol de se procurer un corps complet Agriculture, seroit, sans doute, de rassembler les diverses observations quaeroient fourni dans chaque province. Encyclopedie. In Four Volumes. ...",Arthur Young,119,17,0,0,1,0,10,5,0,10,2,0,3,0,0,0,3,3,0,0,3,3,0,0,0,1,7,0,0,0,2,2,1,1,0,0,0,0,1,8,9,1,2,2,3,0,0,1,4,0,7,0,0,0,2,1,4,0,0,0,1770,2,4,"London : printed for W. Strahan; W. Nicoll, No 51. in St. Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, M.DCC.LXX. [1770]-71.",London,475,male,1741,1820,TRUE,"their full growth, and calculate from them, that the average weight per plant , was X lb. 8 ounces. Each plant in this method of setting, takes up three superficial feet ; and as there are 43, 560 in an acre , the number of plants is consequently 14, 520,"
1107400104_000009,"The farmer's tour through the East of England. Being the register of a journey through various counties of this Kingdom, to enquire into the state of agriculture, &c. Containing, I. The particular Methods of cultivating the Soil. II. The Conduct of live Stock, and the modern System of Breeding. III. The State of Population, the Poor, Labour, Provisions, &c. IV. The Rental and Value of the Soil, and its Division into Farms, with various Circumstances attending their Size and State. V. The Minutes of above five hundred original Experiments, communicated by several of the Nobility, Gentry, &c. With Other Subjects that tend to explain the present State of English Husbandry. By the author of the Farmer's letters, and the Tours through the North and South of England. In Four Volumes. ...",Arthur Young,94,15,0,2,2,0,3,3,0,3,2,0,3,2,1,0,0,0,0,0,3,4,0,0,0,1,7,0,1,0,0,4,0,1,0,0,0,0,1,0,3,4,2,1,2,3,0,0,5,0,2,0,0,1,2,1,7,1,2,0,1771,4,4,"London : printed for W. Strahan; W. Nicoll, No. 51. St, Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, Edinburgh, MDCCLXXI. [1771].",London,530,male,1741,1820,TRUE,"a small quantity over the hedge on to his neighbour's clover , he was surprised afterwards to find, that the wind had judged much better than himself; for his neighbour's clover was more improved than his own,. But the farmers here do not confine themselves to peat; rags they have"
0242300202_000097,"A six months tour through the north of England. Containing, an account of the present state of agriculture, manufactures and population, in several counties of this kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Account of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed with Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects: Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. Experiments on Rearing and Fattening of Hogs. As laid before the Society of Arts, &c. In three volumes. ...",Arthur Young,109,14,0,6,5,0,6,3,0,3,0,0,0,4,3,1,2,0,0,0,9,3,0,0,2,0,3,0,1,0,2,0,0,6,0,0,0,0,0,0,4,2,1,1,2,7,0,0,0,0,3,1,0,0,4,2,7,0,0,2,1770,2,3,"Dublin : printed for P. Wilson, J. Exshaw, H. Saunders, W. Sleater, D. Chamberlaine, J. Potts, J. Holy, jun. J. Williams, W. Colles, J Porter, C. Ingham, and T. Walker, MDCCLXX. [1770].",Dublin,414,male,1741,1820,TRUE,"met with the practice this age. The hire of a cart, three horses and a driver a day, is 7s. In flocking farms they reckon 250o. sufficient for one of ool. a year. Lands fell at from thirty to thirty-five years purchase. There are many small estates of oo, z20,"
0737900400_000034,"Letters and papers on agriculture, planting, &c. selected from the correspondence-book of the Society instituted at Bath, for the encouragement of agriculture, arts, manufactures, and commerce, within the Counties of Somerset, Wilts, Glocester, and Dorset, and the City and County of Bristol. To which is added, an appendix; containing, a proposal for the further improvement of agriculture; By a Member of the Society; and a translation of Mons. Hirzel's letter to Dr. Tissot, in Answer to Mons. Linguet's Treatise on Bread-Corn and Bread. By another Member of the Society.",Bath and West of England Society,96,4,0,1,6,0,0,4,0,7,1,0,1,1,2,0,0,0,0,1,5,1,0,1,1,0,6,0,1,0,4,2,0,7,0,0,1,0,0,2,4,0,1,1,0,1,1,0,6,3,2,0,0,0,8,0,9,0,0,1,1780,1,1,"Bath : printed by R. Cruttwell, by order of the Society, and sold by C. Dilly, in the Poultry, London; and by the booksellers of Bath, Bristol, Salisbury, Glocester, Sherborne, Exeter, &c., MDCCLXXX. [1780].",Bath,374,unknown,,,FALSE,"allowed the premium offered on that head the preceding year. On Raiqng a Crop of WHITE OATS and GRASS seeds . [By a Berkshire Farmer .] GENTLEMEN, A S I observe in your advertisements frequent invitations for the correspondence of practical farmers , the following account is a just one,"
0616700600_000047,"A six weeks tour, through the southern counties of England and Wales. Describing, particularly, I. The present state of agriculture and manufactures. II. The different Methods of cultivating the Soil. III. The Success attending some late Experiments on various Grasses, &c. IV. The Prices of Labour and Provisions. V. The state of the working poor in those Counties, wherein the Riots were most remarkable. With descriptions and copper-plates, of such newly invented Implements of Husbandry as deserve to be generally known: Interspersed With Accounts of the Seats of the Nobility and Gentry, and other Objects worthy of Notice. In Several Letters to a Friend. By the author of the farmer's letters.",Arthur Young,84,13,0,1,4,1,2,3,0,7,3,0,2,2,1,2,4,1,0,0,1,1,0,0,1,1,5,1,0,0,0,0,1,2,0,0,0,0,0,1,4,0,0,2,3,1,1,1,0,0,4,1,0,1,3,0,3,0,0,0,1769,1,1,"London : printed for W. Strahan; W. Nicoll, No 51 in St. Paul's Church-Yard; B. Collins at Salisbury; and J. Balfour, at Edinburgh, MDCCLXIX. [1769].",London,401,male,1741,1820,TRUE,"and all dilpofcd in a manner which displays great taflt. The prints are of the very berr malfers, and the ornaments elegant. i cannot help preferring the taste of this room to Lady town /cend's drefling roonm, abovementioned. p'aui/fcad, upon the whole, is one of the nobflcf houses in England."
0377400400_000001,"Chiltern and Vale farming explained, according to the latest improvements. By the author of The practical farmer; or, the Hertfordshire husbandman: truly necessary for all landlords and tenants of either Ploughed Grass, or Wood Grounds. Containing, I. The Nature and Improvement of the four Clays, four Loams, four Gravels, four Chalks, and three Sands, with an Account of the Nature and Use of Stones in the common Fields. II. The Nature and Improvement of the Oak, shewing seven several ways to obtain a Wood thereof, also of the Beech, the manner of extracting its Sap after three different Methods for its long duration. The Ash, Elm, Witch-Elr, Horn-Beam, Maple, Lime, Sycamore, Horse and Sweet Chesnut, Walnut, Hasle, White-Elder, and the case of the Black-Cherry. And also of the Asp, Sallow, Poplar, Alder, and other Aquaticks. III. Of the Excellency of the White-Lamas-Wheat, and all other Wheats, Barley, Rye, Oats, Peas, Beans, Thetches and Tills, with a Copy of two Letters from William Hayton Esq; of Clarkenwell, and the Author's Answer concerning the Propagating of Wheat and Rye in Northumberland. Also an Estimate of the Loss and Profit of Crops for the Year 1732. IV. Of natural and artificial Grasses, being Remarks on a late Author's Writings on Trefoil, Clover, St. Foyne, Lucern, Rye-Grass and Cow-Grass: Also a Method how to save the difficult Seed of Lucern. V. Of Blights and Blasts, their Origin and Nature, their Mischiefs and Preventions. VI. Of Ploughing in general, being a full Explanation of broad Land ploughing, Bouting up, Thoroughing-Down, four Thoroughing, Hacking or Combing; also the Vale way of ridging up and casting down: With Descriptions and Dimensions of the Wheel-Ploughs, also of the Foot, Creeper, Kentish, Newmaket, and a new invented light Plough that does almost double work. with the same Horses that draws a single one. Vii. Of sowing in general. Viii. Of Seeds, and to know the good from the bad. IX. Of Weeds in general, their Mischiefs and Cures. X. Of an invaluable Liquor never before published, to steep Grain in for Sowing. XI. Of a new Method of Horse-Houghing, its Advantages and Disadvantages. XII. Of Turneps, and how to save them from the Slug, Fly and Caterpillar. XIII. Salt, its several Uses on Ploughed and Sward-Grounds, and of the Quantities that may be necessarily consumed in one Year, by a fifty Pound a year Farmer. XIV. Of Manures in general, their Natures and Uses on proper Soils, &c.",William Ellis,111,0,0,2,4,0,0,1,1,2,3,0,0,3,6,1,0,3,0,0,6,0,0,0,1,10,4,1,0,0,2,3,0,2,0,1,0,0,0,1,16,3,0,2,0,0,0,0,7,0,10,0,0,1,4,1,8,2,0,0,1745,1,1,"London : printed for T. Osborne, in Grays-Inn, [1745].",London,417,male,1700,1758,FALSE,"CHILTERN and VALE FARM I N G EX P L AINE D, According to the latest Improvements . Bythe Author of the PRACTICAL FARMER ; Or, the HERTFORDSHIRE HUSBANDMAN: Truly necessary forall Landlords and Tenants of either Ploughed Grass , or Wood Grounds. CONTAINING , I, The Nature and Improvement"
