PassageID,Title,Author,Total termFreq,termFreq(blood),termFreq(bodi),termFreq(boil),termFreq(bread),termFreq(cafe),termFreq(cold),termFreq(colour),termFreq(common),termFreq(countri),termFreq(differ),termFreq(drink),termFreq(dry),termFreq(duti),termFreq(eat),termFreq(end),termFreq(fine),termFreq(follow),termFreq(fruit),termFreq(gallon),termFreq(gener),termFreq(glass),termFreq(god),termFreq(half),termFreq(hall),termFreq(hand),termFreq(head),termFreq(heat),termFreq(import),termFreq(inch),termFreq(juic),termFreq(kind),termFreq(leav),termFreq(liquor),termFreq(littl),termFreq(manner),termFreq(mean),termFreq(mix),termFreq(month),termFreq(nation),termFreq(natur),termFreq(offic),termFreq(oil),termFreq(order),termFreq(ounc),termFreq(person),termFreq(pound),termFreq(produc),termFreq(proper),termFreq(quantiti),termFreq(receiv),termFreq(spirit),termFreq(sugar),termFreq(taken),termFreq(togeth),termFreq(water),termFreq(white),termFreq(wine),termFreq(word),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0843300500_000041,"The complete confectioner: or the whole art of confectionary made plain and easy. Shewing The various Methods of Preserving and Candying, both dry and liquid, All Kinds of Fruit, Flowers, and Herbs; The different Ways of Clarifying Sugar; And the Method of Keeping Fruit, Nuts, and Flowers, Fresh and Fine All the Year Round. Also Directions for making Rock-Works and Candies, Biscuits, Rich Cakes, Creams and Ice Creams, Custards, Jellies, Blomonge Whip Syllabubs, and Cheese-Cakes of all Sorts, Sweetmeats, English Wines of all Sorts, Strong Cordials, Simple Waters, Mead, Oils, &c. Syrups of all Kinds, Milk Punch that will keep twenty Years, Knicknacks and Trifles for Deserts, &c. &c. &c. Likewise The Art of making Artificial Fruit, With the Stalks in it, so as to resemble the natural Fruit. To which are added, some bills of fare for deserts for private families. By H. Glasse, Author of the Art of Cookery.",Hannah Glasse,110,1,0,7,0,0,2,0,0,0,0,4,1,0,0,0,6,0,3,5,0,1,0,9,0,2,0,1,0,0,2,0,0,5,2,1,0,0,3,0,0,0,0,1,3,0,7,0,1,2,0,0,5,1,5,10,1,16,0,3,1770,1,1,"London : printed for J. Cooke, No. 87, Pater-Noster Row, [1770?].",London,339,female,1708,1770,TRUE,"Rtand three or four months , then bottle it, and in two months it will be fit to drink . To make apricot wine . Take three pounds of sugar and three pounds of water , let them boil together , an be well fcummed i put in six pounds"
0734400700_000063,"English housewifery, exemplified in above four hundred and fifty receipts, giving directions in most parts of cookery; And how to prepare various Sorts of Soups, Made Dishes, Pastes, Pickles, Cakes, Creams, Jellies, Made Wines, &c. &c. &c. With cuts, for the orderly placing the dishes and courses; also Bills of Fare for every Month in the Year; and an Alphabetical Index to the Whole. A Book necessary for Mistresses of Families, higher and lower Women Servants, and confined to Things Useful, Substantial, and Splendid, and calculated for the Preservation of Health, and upon the Measures of Frugality, being the Result of Thirty Years Practice and Experience. By Elizabeth Moxon. With an appendix, containing upwards of eighty receipts, of the most valuable Kind, (many never before printed) communicated to the Publisher by several Gentlewomen in the Neighbourhood, distinguished by their extraordinary Skill in Housewifery. - To this Edition is now added, An Introduction, giving an Account of the Times when River Fish are in Season; and a Table, shewing at one View the proper Seasons for Sea Fish.",Elizabeth Moxon,122,0,0,12,0,0,8,1,0,0,0,1,1,0,0,0,3,0,1,4,0,1,0,6,0,1,1,3,0,0,1,0,0,2,5,0,0,2,2,0,0,0,0,0,5,0,17,0,0,1,0,0,13,1,3,13,3,8,0,3,1800,1,1,"London : published for the booksellers; and printed and sold by H. and G. Mozley, Market-Place, Gainsbrough, 1800.",London,224,female,,,TRUE,"the thickest races of ginger, put them in an earthen pot, and cover them with river water ; put fresh water to them every day for a fortnight; then tie the ginger in a cloth, and boil it an hour in,. large pan of water ; scrape off the brown"
0878300300_000109,"The instructor: or, young man's best companion. Containing, spelling, reading, writing, and arithmetic, in an easier Way than any yet published; and how to qualify any Person without the Help of a Master. Instructions to write Variety of Hands, with Copies both in Prose and Verse. How to write Letters on Business or Friendship. Forms of Indentures, Bonds, Bills of Sale, Receipts, Wills Leases, Releases, &c. Also merchants' accompts, and a short and easy Method of Shop and Book-Keeping; with a Description of the Product, Counties and Market-Towns in England and Wales. Together with the method of measuring carpenters, Joiners, Sawyers, Bricklayers, Plasterers, Plumbers, Masons, Glaziers, and Painters work. How to undertake each Work, and at what Price; the Rates of each Commodity; and the common Wages of Journeymen; with the Description of Gunter's Line, and Coggleshall's Sliding Rule. Likewise the practical guager made easy: the Art of Dialing, and how to erect and fix Dials; with Instructions for Dying, Colouring, and making colours; and some General Observations for Gardening every Month in the Year. To which is added, The family's best companion: With Instructions how to Pickle and Preserve; to make divers sorts of Wine; and many excellent Plaisters, and Medicines necessary in all Families: and a compendium of the sciences of geography and astronomy: Containing a brief Description of the different Parts of the Earth, and a Survey of the Celestial Bodies. Also some useful interest tables. By George Fisher, Accomptant.","Fisher, George",86,0,1,6,3,0,1,0,0,0,0,3,4,0,1,0,2,0,0,3,0,1,0,2,0,0,0,0,0,0,3,0,0,1,2,2,0,3,3,0,0,0,2,0,9,0,5,0,0,4,0,0,5,0,2,4,1,10,0,3,1797,1,1,"London : printed for W. Osborne and T. Griffin: and H. Mozley and Co. Gainsbro', M.DCC.XCVII. [1797].",London,340,male,,,FALSE,"pound of loaf sugar to a gallon , let it settle : Then i hair a pint of while wine boil about an ounce of well fcented cinnamon, : nd a little mace, and put the wine firained from the spices to itp and bottle it up. Danfon hine. Dry"
0222700100_000005,"The art of making wines from fruits, flowers, and herbs, all the native growth of Great-Britain. ... The second edition. To which is now added, the complete method of pickling ... Revised, corrected, and greatly enlarged, by William Graham, ...","Graham, William, of Ware",99,3,3,5,0,1,1,0,1,0,1,3,1,0,0,1,6,0,1,8,0,0,0,5,0,1,0,2,0,0,8,0,0,2,2,0,0,3,0,0,0,0,0,0,2,0,7,0,0,2,0,0,2,4,2,4,5,12,0,1,1760,1,1,"London : printed for W. Nicoll, [1760?].",London,67,unknown,,,FALSE,"five days, ometimes stirring them well; then pour it off gently, that the clearef may be taken away, and only the dregs and fettlings remain, and bottle that up you pour off. If you find it not sweet enough for the palate, you may add ome sugar , about half"
1546600100_000008,"The Complete family-piece: and, country gentleman, and farmer's, best guide. In three parts. Part I. Containing, a very choice and valuable collection of near eight hundred well-experienced practical family-receipts in physick and surgery; cookery, pastry and confectionary, with a complete bill of fare for every month in the year, and instructions for placing the dishes on a table; for pickling and preserving all sorts of fruits, tongues, hams, &c. for distilling and fermenting of all compound, simple waters and spirits; for making mum, cyder, and perry, mead and metheglin; and for making and preserving all sorts of excellent English wines; with good and useful instructions for brewing fine, strong, good, wholesome and palatable drinks, as beers, ales, &c. in small quantities, and at easy rates, for the use of all private families; with divers other useful and valuable receipts interspersed through the whole, particularly Dr. Mead's for the cure of the bite of a mad dog: many of which were never before printed, and the others experimentally taken from the latest and very best authorities; and being all regularly taken from the latest and very best authorities; and being all regularly digested under their proper heads, are divided into six different chapters. Part II. Containing, I. Full instructions to be observed in hunting, coursing, setting and shooting; with an account of the several kinds of dogs necessary for those diversions, and receipts for the cure of all common distempers to which they are liable; as also receipts for the cleaning and preserving of boots, fire-arms, &c. II. Cautions, rules and directions to be taken and observed in fishing, with the manner of making and preserving of rods, lines, floats, artificial flies, &c. and for chusing and preserving several sorts of curious baits. III. A full and complete kalender of all work necessary to be done in the fruit, flower, and kitchen gardens, green-house, &c. with the produce of each, in every month throughout the whole year. Part III. Containing, practical rules, and methods, for the improving of land, and managing a farm in all its branches; with several curious receipts for brinning, liming and preparing wheat, barley, oats, &c. for sowing; excellent receipts for destroying of rats and mice; a great number of choice receipts for the cure of all common distempers incident to all sorts of cattle; and a complete kalender of all business necessary to be done in the field, yard, &c. by the farmer, in every month throughout the year. With a complete alphabetical index to each part. The whole, being faithfully collected by several very eminent and ingenious gentlemen, is now first published, at their earnest desire, for the general benefit of mankind.",,79,1,0,5,1,1,2,1,2,0,0,4,1,0,0,0,2,0,0,1,0,1,0,4,0,3,3,1,0,0,2,0,1,1,2,0,0,3,0,0,0,0,4,0,6,1,0,0,1,1,0,2,2,3,2,9,4,2,0,0,1736,1,1,"London : Printed: and sold by C. Rivington, at the Bible and Crown in St. Paul's Church-yard, 1736.",London,516,unknown,,,FALSE,"then take them out, and spread them thin in a broad glazed Earthen Pan, and let them lie, stirring them about once a Day, till they are thorougly dry , (but not in the Sun) and then they are ready, and will keep good all. the Year long. Of some"
0485700300_000006,"The retail compounder; or, publicans friend. An entire new work, shewing by a Set of plain Receipts (never yet made Public) an approved method of making British compounds, As used in the first Rectifying Houses in the Metropolis, such as Peppermint, Carraway, Coriander, Cloves, Cinnamon, Anniseed, Gin Bitters, Brandy Bitters, &c. &c. from a single gallon to any quantity. Which will save full 2s. per Gallon on each Article, and be of as good a Quality as any sold by the Rectifying Distillers. Likewise, An easy Method to make good Gins in small Quantities. To which is added, a description of the hydrometer and thermometer, To ascertain the strength of Spirits, With the Method of using the same, Made Plain to the Meanest Capacity. Together with a few Rules for colouring and refining Liquors, and some cursory Remarks respecting the Spirit Trade. By John Hardy.","Hardy, John           18th cent           18th cent",133,0,0,2,0,2,0,2,0,0,2,0,0,0,0,2,7,0,0,16,1,1,0,8,0,0,0,2,0,2,3,0,1,0,5,1,0,2,0,0,1,0,9,0,8,0,9,1,1,3,0,9,9,0,3,16,0,5,0,0,1795,1,1,"London : printed for the use of publicans and retailers in spirits, and sold by Allen and West, No. 15, Pater-Noster-Row, and by the Author next the Alms-Houses, Wandsworth Road, Vauxhall; And to be had of the Author and Publishers only, [1795].",London,106,unknown,,,FALSE,"Oil of Turpentine. One gallon of Lime Water . One gallon of Rose Water . Mix the whole together , and fill up with Water . Force down the same as Peppermint, E. For E 52 3 For Twenty Gallons of Geneva. Eighteen gallons and a half of Spirits ,"
0587800900_000116,"The instructor: or, young man's best companion. Containing Spelling, reading, writing, and arithmetic, in an easier way than any yet published. Instructions to write variety of hands, with copies. How to write letters on business or friendship; forms of indentures, bonds, bills of sale, receipts, wills, leases, releases, &c. Merchants' accompts, and a short and easy method of book-keeping; with a description of the product, counties, and market-towns in England and Wales, and a list of English and Scots fairs according to the new-style. The method of measuring Carpenters', Joiners', Sawers', Brick - layers', Plusterers', Plumbers', Masons', Glaziers', and Painters' work. How to undertake each work, and at what price; the rates of each commodity, and the common wages of journeymen, with the description of Gunter's line, and Coggeshall's sliding-rule. The Practical Gauger made easy; the art of dialing, and how to erect and fix dials; with instructions for dying, colouring, and making colours; and some general observations for gardening every month in the year. To which are added, the family's best companion; and a compendium of geography and astronomy; also, some useful interest tables. By George Fisher, Accomptant.","Fisher, George",79,1,1,3,2,0,1,0,1,0,0,7,1,0,1,0,2,1,0,2,0,0,0,2,0,3,0,0,0,0,5,0,0,2,1,2,0,3,3,0,0,0,3,0,8,0,3,0,0,4,0,0,4,0,2,4,1,4,0,2,1792,1,1,"London : printed for the booksellers, M,DCC,XCII. [1792].",London,421,male,,,FALSE,"close for 48 hours; then give it vent at the bouge, with a hole made with a gimlet; in which put a peg or faucet, that may easily be moved with the fingers; then, in about two days time dose it up; and, in about two or three months time,"
0223500600_000018,"The lady's companion: or, accomplish'd director in the whole art of cookery. Containing Approved Receipts, (never before Published;) for Pastry, Pyes, Pasties, Fricassies, Baking, Roasting, Stewing, Boiling, Ragous, Soops, Sauces, Pickling, Collaring, Potting, Cakes, Custards, Puddings, Creams, Preserving, Candying, Torts, Jellies, Cheese-Cakes, Made Wines, &c. Also, Bills of Fare for all the Seasons of the Year, with an Alphabetical Index to the whole. By a lady.",Ceres,98,0,0,7,3,0,3,1,0,0,0,0,3,0,0,1,3,0,0,0,0,3,0,5,0,2,0,2,0,2,3,0,1,1,4,0,0,4,3,0,0,0,2,0,5,0,8,0,0,0,0,0,7,0,1,9,6,6,0,3,1767,1,1,"Dublin : printed for John Mitchell, in Skinner-Row, MDCCLXVLI. [1767].",Dublin,123,unknown,,,FALSE,"liking, alt it toyouir liking; then pour your clear butter to it,  and work it up smooth with your hands when cold put it into your pot, press it down cld fe': nd'puit it ito an bveii, not too hot for a qtuater of an hour; then take them"
0378000300_000156,"The complete housewife: or, accomplished gentlewoman's companion. Being a collection of upwards of seven hundred of the most approved receipts in Cookery, Pastry, Confectionary, Potting, Collaring, Preserving, Pickles, Cakes, Custards, Creams. Preserves, Conserves, Syrups, Jellies, Made Wines, Cordials, Distilling, Brewing. With copper plates, curiously engraven, for the regular Disposition or Placing of the various Dishes and Courses. and also, bills of Fare for every Month in the Year. To which is added, A Collection of above Three Hundred Receipts of Medicines, consisting of Drinks, Syrups, Salves, Ointments, &c. which, after many Years Experience, have been proved to be innocent in their Application, and most salutary in their Use. with Directions for marketing. By E. Smith.",Eliza Smith,93,6,0,2,0,2,4,0,1,0,0,2,2,0,0,0,2,0,0,1,2,1,0,6,0,2,1,0,0,0,4,0,1,2,1,0,0,3,3,0,1,0,1,0,12,0,0,0,1,6,0,1,4,2,3,10,2,2,0,0,1773,1,1,"London : printed for J. Buckland, J. and F. Rivington, J. Hinton, Hawes, Clarke and Collins, W. Johnston, S. Crowder, T. Longman, B. Law, T. Lowndes, S. Bladon, W. Nicoll, and C. and R. Ware, 1773.",London,444,female,,,FALSE,"milk warm; after these four doses are taken , the patient mull go into the cold bath; or a cold spring or river, every morning falling, for a month he mull be dipped all over, but not stay in (with head above water ) longer than half a minute, if"
1151500700_000009,"The art of making wines from fruits, flowers, and herbs, all the native growth of Great Britain. Particularly of Grapes, Goosberries, Currants, Rasberries, Mulberries, Elder Berries, Blackberries, Strawberries, Dewberries, Apples, Pears, Cherries, Peaches, Apricots, Quinces, Plums, Damascens, Figs, Roses, Cowslips, Scurvy Grass, Mint, Baum, Birch, Orange, Sage, Turnip, Cyprus Wine imitated, Gilliflower, Mead, &c. &c. &c. With a succinct Account of their medicinal virtues, and The most approved receipts for Making raisin wine. The Whole comprehending Many Secrets relative to the Mystery of Vintners, never before made public; shewing not only how to prevent those Accidents to which all Wines are liable, but absolutely to retrieve those that are actually tainted, and give them the most agreeable Flavour. To which is now added, the complete method of distilling, pickling, and preserving. A new edition. Revised, corrected, and greatly enlarged, by William Graham, Late of Ware in Hertfordshire.","Graham, William, of Ware",114,1,0,4,1,0,1,2,1,0,0,0,0,0,0,2,4,0,0,7,0,0,0,7,0,3,0,0,0,0,8,0,2,7,0,0,0,0,1,0,1,0,1,1,5,0,8,0,1,2,0,3,5,0,5,5,3,18,1,4,1770,1,1,"London : printed for W. Nicoll, at No. 51, St. Paul's Church-Yard, M,DCC,LXX. [1770].",London,65,unknown,,,FALSE,"the juice very well. To every gallon of juice , have three pounds of lump sugar , have a vessel ready just big enough to hold the juice , put your sugar into a vessel; and also to every gallon of juice half a pint of brandy. Pour in the"
1164300300_000117,"The instructor: or, young man's best companion. ... By George Fisher, accomptant.","Fisher, George",95,1,0,8,1,0,2,1,1,0,0,2,3,0,0,0,4,0,3,3,0,2,0,3,0,1,0,0,0,0,3,0,0,2,2,2,0,0,2,0,0,0,0,0,4,0,4,0,0,1,0,0,10,0,2,9,2,14,0,3,1772,1,1,"London : printed for J. Fuller, W. Strahan, J. and F. Rivington, R. Baldwin, W. Johnston, [and 8 others in London], 1772.",London,403,male,,,FALSE,"Worst Cherries into it, and boil the Cherries till they are well coloured ; then take them up and boil the Syrup t: ll they will button on the Side of a Plate, and, when they are cold , put them up in a Glass close covered for Use. To"
0185200900_000044,"The court and country confectioner: or, the house-keeper's guide; to a more speedy, plain, and familiar method of understanding the whole art of confectionary, pastry, distilling, and the making of fine flavoured English wines from all kinds of fruits, herbs, and flowers; comprehending near five hundred easy and practical receipts, never before made known. Particularly, Preserving. Candying. Icing. Transparent Marmalade. Orange. Pine-Apple. Pistachio, and other Rich Creams. Caramel. Pastils. Bomboons. Syrups. Puff, Spun, and Fruit-Pastes. Light-Biscuits. Puffs. Rich Seed-Cakes. Custards. Syllabubs. Flummeries. Trifles, Whips, Fruits, and other Jellies. - Pickles, &c. Also New and easy directions for clarifying the different degrees of sugar, together with several bills of fare of deserts for private gentlemen's families, A new edition. To which is added, a dissertation on the different species of fruits, and the art of distilling simple waters, cordials, persumed oils, and essences. By Mr. Borella, now head confectioner to the Spanish Ambassador in England.","Borella, Mr",88,1,0,5,2,0,1,1,1,0,0,2,4,0,0,0,7,0,2,4,0,2,0,4,0,0,0,0,0,0,2,0,1,4,0,1,0,0,2,0,2,0,0,0,2,0,7,0,0,2,0,0,2,1,1,5,3,12,0,5,1772,1,1,"London : printed for G. Riley, at his Circulating Library, Curson-Street, May-Fair; J. Bell, in the Strand; J. Wheble, Pater noster-row; and C. Etherington, at York, MDCCLXXII. [1772].",London,351,unknown,,,FALSE,"appetite, and is of a cooling nature . HOW ko W: tol M ACHE FO'4NTINIAC .. EA D. FS Y pounds of honey, and fifty pounds bs Belvidera raisins, fifty gallons of water ; boil . there fifteen.minutes, keeping it well lkimed; pour it in the working tub, and put"
0590301200_000109,"The instructor: or, young man's best companion. Containing spelling, reading, writing, and arithmetic, in an easier way than any yet published; ... To which are added, the family's best companion; and a compendium of geography and astronomy; also, some useful interest tables. By George Fisher, ...","Fisher, George",102,1,0,6,2,0,0,0,1,0,0,2,4,0,0,0,3,0,1,6,0,0,0,2,0,1,0,0,0,0,6,0,0,3,2,2,0,1,4,0,0,0,0,0,6,0,6,0,0,5,0,0,7,0,2,8,3,13,0,5,1796,1,1,"Glasgow : printed for J. & A. Duncan, J. & M. Robertson, and J. & W. Shaw, 1796.",Glasgow,404,male,,,FALSE,"into a large earthen crock (as they say in Sussex) and then put the liquor into a cafle, and thereto put a little ale yeft, and, when worked and fettled, bottle it off; this is exceeding pleasant, and very wholesome for cooling the blood , in a week's time it"
0648800200_000094,"The compleat housewife: or, accomplish'd gentlewoman's companion: being a collection of upwards of five hundred of the most approved receipts in Cookery, Pastry, Confectionary, Preserving, Pickles, Cakes, Creams, Jellies, Made Wines, Cordials. With copper plates curiously engraven for the regular Disposition or Placing the various Dishes and Courses. And Also Bills of Fare for every Month in the Year. To which is added, A Collection of above Two Hundred Family Receipts of Medicines; viz. Drinks, Syrups, Salves, Ointments, and various other Things of sovereign and approved Efficacy in most Distempers, Pains, Aches, Wounds, Sores, &c. never qefore made publick; fit either for private Families, or such publick spirited Gentlewomen as would be beneficent to their poor Neighbours. By E. Smith.",Eliza Smith,86,3,0,6,0,0,3,0,0,0,0,7,3,0,1,0,1,0,0,1,0,2,0,5,0,3,0,1,0,0,3,0,5,1,2,0,0,3,1,0,0,0,3,0,8,0,4,0,0,4,0,1,2,0,2,6,4,1,0,0,1732,1,1,"London : printed for J. Pemberton, at the Golden Buck, over against St. Dunstan's Church in Fleetstreet, MDCCXXXII. [1732].",London,397,female,,,FALSE,"frand three or four days longer, and covered very close the boil them an hour upon a slow Fire, ftiiring it tel en; then put to it a quarter of a pint of the ronlgeft aqua vita, and let it boil an hour more; then strain it through a coarse"
0132700500_000030,"A new compendious dispensatory: or, a select body of the most useful, accurate, and elegant medicines, both officinal and extemporaneous, for the several disorders incident to the human body. Wherein is contained, in a Summary Way, All that is essentially necessary, either with respect to Physic or Surgery, to answer every Medicinal Intention of Cure. To which are subjoined, The Use, Virtues, and Dose of each particular Form or Prescription. And to render this Compendium still more useful, is added, besides an Index of the Medicines, A copious Table of Diseases, With Remedies for their respective Cures. A Work of general Utility, designed and properly calculated as well for the Benefit of private Families, as of young Physicians, Surgeons, and Apothecaries. By John Ball, M.D.","Ball, John",108,1,0,11,0,0,2,2,0,0,0,0,0,0,0,1,2,0,0,1,1,3,0,6,0,0,0,2,0,0,3,1,0,5,1,0,0,4,0,0,0,0,3,1,12,1,3,0,0,1,0,3,11,7,5,10,2,3,0,0,1769,1,1,"London : printed for T. Cadell (successor to Mr.Millar) in the Strand, MDCCLXIX. [1769].",London,323,male,1704,1779,FALSE,"they are mixed , let them stand together for some days, now and then ifirring or gently shaking the veiel, in order to unite the acid and vinous spirit more perfectly together : then add the other ingredients, and after a week's digestion, or longer, filter the tinaure in a"
0283500500_000109,"The compleat housewife: or, accomplish'd gentlewoman's companion: being a collection of upwards of six hundred of the most approved receipts in Cookery, Pastry, Confectionary, Preserving, Pickles, Cakes, Creams, Jellies, Made Wines, Cordials. With copper plates curiously engraven for the regular Disposition or Placing the various Dishes and Courses. And also Bills of Fare for every Month in the Year. To which is added, A Collection of above Three Hundred Family Receipts of Medicines; viz. Drinks, Syrups, Salves, Ointments, and various other Things of sovereign and approved Efficacy in most Distempers, Pains, Aches, Wounds, Sores, &c. particularly Dr. Mead's famous Receipt for the Cure of a Bite of a mad Dog; with several other excellent Receipts for the same, which have cured when the Person was disorder'd, and the salt Water failed; never before made publick: fit either for private Families, or such publick-spirited Gentlewomen as would be beneficent to their poor Neighbours. By E. Smith.",Eliza Smith,94,0,0,5,2,0,1,0,0,0,0,4,0,0,1,0,2,0,0,1,0,1,0,3,0,7,1,3,0,1,4,0,1,1,6,0,0,3,0,0,0,0,6,0,11,0,3,0,0,3,0,0,1,1,8,4,6,3,0,1,1741,1,1,"London : printed for J. and H. Pemberton, at the Golden Buck, against St. Dunstan's Church in Fleetstreet, [1741].",London,394,female,,,FALSE,"hyssop, of each a good handful chopt small, and let it stand together four days: then heat it, and firain it out, and put in the same quantity of herbs again, and let it stand four days longer then heat it, and rain it out, and to that liquor put"
1010900400_000069,"The london art of cookery, and housekeeper's complete assistant. On a new plan. Made plain and easy to the Understanding of every Housekeeper, Cook, and Servant in the Kingdom. Containing, Proper Directions for the Choice of all Kinds of Provisions. Roasting and Boiling all Sorts of Butchers Meat, Poultry, Game, and Fish. Sauces for every Occasion. Soups, Broths, Stews, and Hashes. Made Dishes, Ragoos, and Fricassees. All Sorts of Pies and Puddlings. Proper Instructions for dressing Fruits and Vegetables. Pickling, Potting, and Preserving. The Preparation of Hams, Tongues, and Bacon. The whole Art of Confectionary. Tarts, Puffs, and Pasties. Cakes, Custards, Jams, and Jellies. Drying, Candying, and Preserving Fruits, &c. Made Wines, Cordial Waters, and Malt Liquors. To which is added, an appendix, Containing Considerations on Culinary Poisons; Directions for making Broths, &c. for the Sick; a List of Things in Season in the different Months of the Year; Marketing Tables, &c. &c. Embellished with a head of the author, and a bill of fare for every month in the Year, elegantly engraved on Thirteen Copper-Plates. By John Farley, Principal Cook At The London Tavern.","Farley, John",83,0,0,3,1,0,2,0,3,0,0,0,0,0,0,1,2,0,0,9,0,1,0,3,1,1,1,1,0,0,2,1,2,4,1,0,0,3,4,0,1,0,0,1,2,0,8,0,1,4,0,0,4,0,3,3,2,3,0,5,1783,1,1,"London : printed for John Fielding, No. 23, Pater-Noster Row; and J. Scatcherd and J. Whitaker, No. 12, Ave Maria Lane, [1783].",London,497,unknown,,,FALSE,"are often badly prepared, and made to please the eye by the use of pernicious ingredients. It is too common a practice; to make use of brass utensils, in order to give the pickles a fine green; but the same purpose might be effected by heating the liquor , and"
0461600200_000101,"The London art of cookery, and housekeeper's complete assistant. On a new plan. Made plain and easy ... To which is added, an appendix; ... By John Farley, ...","Farley, John",83,0,0,3,1,0,3,1,1,0,2,0,0,0,1,0,4,0,0,7,2,0,0,1,0,1,0,0,0,0,1,2,2,1,1,0,0,3,4,0,1,0,9,0,1,0,5,1,0,3,0,0,6,1,2,4,2,2,0,5,1800,1,1,"London : printed by John Barker, for James Scatcherd; T. Wilkie; Messrs. Richardson; Longman and Rees; Lackington and Co. [and 4 others in London], 1800.",London,486,unknown,,,FALSE,"break, and not eafilvcut with a knife. The outside is of a fine whitish grey, with a tinge of faint yellow; but when it is broken: the inside is of a fine yellow, if the root be fresh. It grows redder by keeping, till at lafi it will become of"
0490000203_000056,"The artist's repository and drawing magazine, exhibiting the principles of the polite arts in their various branches.",Charles Taylor,76,1,0,2,1,0,1,6,1,1,0,0,5,0,0,0,3,1,2,0,0,3,0,1,0,1,0,1,0,2,1,3,2,4,2,0,0,3,0,0,0,0,2,1,6,0,3,0,3,1,1,1,0,3,1,4,1,2,0,0,1784,3,5,"London [England] : printed for T. Williams, no. 43, nearly opposite Hatton-Street, Holborn, MDCCLXXXIV [1784]-MDCCXCIV [1794].",London,345,male,1755,1823,FALSE,"placed in books by the following cement: Infuse for a cosfiderable time before it is wanted, two ounces of camphor in three quarts of water , fbake it from time to time; add when the plants are ready, two ounces of carpenter's glue, and two ounces of isinglass to a"
1410000200_000010,"The art of making wines from fruits, flowers, and herbs, all the native growth of Great Britain. Particularly of grapes, goosberries, [c]urrants, [r]asberries, [m]ulberries, [e]lder berries [b]lackberries, [s]trawberries, dewberries, apples, pears, cherries, peaches, apricots, quinces, plumbs, damascens, figs, roses, cowslips, scurvy grass, mint, baum, birch, orange, sage, turnip, cyprus wine, imitated, gilliflower, mead, &c. &c. &c. &c. With a succinct account of their medicinal virtues, and the most approved receipts for making raisin wine. To whole comprehending many secrets relative to the mystery of vintners, never before made public; showing not only how to prevent those accidents to which all wine are liable, but absolutely to [retrie]ve those that are actually tainted, and give them the most agreeable flavour. To which is now added, the complete method of distilling, pickling, and preserving. A new edition. Revised, corrected, and greatly enlarged, by William Graham, late of ware in Hertfordshire.","Graham, William, of Ware",110,2,0,6,1,0,1,1,0,0,0,0,1,0,0,0,7,0,1,8,0,0,0,9,0,3,0,0,0,0,6,0,2,5,0,0,0,1,2,0,1,0,0,1,5,0,7,0,2,1,0,0,4,0,5,7,4,10,0,7,1783,1,1,"London : Printed for R. Baldwin, at No. 47, Pater-Noster-Row, MDCCLXXXIII. [1783].",London,72,unknown,,,FALSE,"it is blood warm, put twenty ( 24) twienty five pounds of Malaga raisins picked, rubbed, and thred into it, with almost half a bushel of red sage thred, and a porringer of ale yeast; stir all well together , and let it stand in a tub, covered warm six"
1623600300_000045,"The complete English cook; or, Prudent housewife. Being a collection of the most general, yet least expensive receipts in every branch of cookery and good housewifery. with directions for roasting, boiling, stewing, ragoos, soops, sauces, fricassees, pies, tarts, puddings, cheese-cakes, custards, jellies, potting candying, collaring pickling, preserving, made wines, &c. together with directions for placing dishes on tables for entertainment: and many other things equally necessary. The whole made easy to the meanest capacity, and for more useful to young beginners than any book of the kind extant. By Ann Peckham, of Leeds, well known to have been for forty years one of the most noted cooks in the county of York. The fourth edition. To which is added, a supplement, containing forty-nine receipts, never before printed.","Peckham, Ann",120,1,0,7,0,0,3,1,0,0,0,2,2,0,0,0,5,0,1,14,0,1,0,3,0,1,0,1,0,0,2,0,1,9,5,0,0,1,6,0,0,0,0,0,1,0,8,0,0,0,0,0,12,0,2,7,4,15,0,5,1790,1,1,"Leeds : Printed for Thomas Wright; and for T. Wilson and R. Spence, High Ousegate, York, [1790?].",Leeds,251,female,,,FALSE,"barrel which will just hold it, for it must be quite full, and let it stand open till the wine h: uth done hissing or making the least noise, then add a pint of French brandy to every two gallons , and fltop it up clofc; let it stand ""fix"
