PassageID,Title,Author,Total termFreq,termFreq(anim),termFreq(appear),termFreq(bai),termFreq(beast),termFreq(breed),termFreq(brother),termFreq(cafe),termFreq(carri),termFreq(carriag),termFreq(cart),termFreq(cattl),termFreq(chees),termFreq(cloth),termFreq(colt),termFreq(committe),termFreq(common),termFreq(corn),termFreq(cow),termFreq(cure),termFreq(cut),termFreq(eat),termFreq(farmer),termFreq(feed),termFreq(feet),termFreq(follow),termFreq(foot),termFreq(forc),termFreq(fore),termFreq(grass),termFreq(hai),termFreq(hand),termFreq(hard),termFreq(hog),termFreq(holi),termFreq(horf),termFreq(horn),termFreq(hors),termFreq(kind),termFreq(know),termFreq(larg),termFreq(leg),termFreq(littl),termFreq(mare),termFreq(market),termFreq(mile),termFreq(morn),termFreq(near),termFreq(rent),termFreq(ride),termFreq(road),termFreq(run),termFreq(sheep),termFreq(theep),termFreq(tither),termFreq(ware),termFreq(water),termFreq(week),termFreq(white),termFreq(wool),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0867701700_000063,"The modern husbandman: or the practice of farming: As it is now carried on by the most Accurate Farmers in several Counties of England. for the month of May. Containing the following Particulars: Viz. I. Of Ploughs and Plowing. II. Of Barley, Wheat, &c. III. Of Weeds, and their Cure. IV. Of Manures and Dressings proper for this Month. V. Of Artificial Grasses. VI. Of Bulls, Cows, and Calves. Vii. Of Cheese. Viii. Of Butter. IX. Of Hogs. X. Of Sheep. XI. Miscellaneous Matters in Husbandry. XII. Of Turneps; a farther Account of them. XIII. Of Making and Repairing Roads. XIV. Of Horses, Mares, and Colts. XV. Of Trees and Insects. By William Ellis, A Farmer, of Little Gaddesden, near Hempstead, in Hertfordshire.",William Ellis,54,1,0,0,1,2,0,0,1,0,3,0,0,1,0,0,0,2,1,1,0,0,0,3,1,4,1,0,0,8,3,0,0,0,0,2,1,8,0,0,0,2,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,2,0,0,1741,1,1,"London : printed for, and sold by T. Osborne, in Gray's-Inn; and M. Cooper, at the Globe, in Pater-Noster-Row, MDCCXLI. [1741] [1744].",London,207,male,1700,1758,FALSE,"the former Way is mofilj in ute, as they do in several Parts of Sufol and Ni' ifol, where, if they are sown in well dreffed, rich, flndy Ground in fiarch or aprilz may, perhaps, b ready to pull the latter End of this month, or Be. ginning of next,"
1266200401_000013,"A tour in Ireland: with general observations on the present state of that kingdom. Made in the years 1776, 1777, and 1778. and brought down to the end of 1779. By Arthur Young, Esq; F. R. S. Honorary Member of the Societies of Dublin, York and Manchester; the Oeconomical Society of Berne; the Palatine Academy of Agriculture, at Manheim, and the Physical Society at Zurich.",Arthur Young,54,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,3,2,1,0,4,0,5,2,6,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,2,1,2,0,0,0,0,0,2,0,2,0,1,0,0,0,3,0,3,0,1780,1,2,"Dublin : printed by George Bonham, for Messrs. Whitestone, Sleater, Sheppard, Williams, Burnet, Wilson, Jenkin, Wogan, Vallance, White, Beatty, Byrn, and Burton, M.DCC.LXXX. [1780].",Dublin,464,male,1741,1820,TRUE,"turf ten feet deep cuts like butter, and under that a marley lime ilone gravel. They have found at 14 feet deep evident marks of the plough in the soil at bottom, also remains of cabbins, cribs for cattle , moorss horns , oaks, yews, and sir, being good red"
0085100302_000012,"England displayed. Being a new, complete, and accurate survey and description of the Kingdom of England, and principality of Wales. Containing, I. A full and ample Account of whatever is remarkable in every County, City, Town, Village, Hamlet, and Parish in England and Wales. II. Description of the various Manufactures and other useful Arts established in different Parts of this Kingdom. III. Accounts of the Nature and Produce of the various Kinds of Land, with a complete History of the modern Improvements in Agriculture, Gardening, &c. IV. An historical Account of all the Forts, Castles, Roman Military Ways, Docks, Harbours, Creeks, Bays, &c. with the Particulars of their ancient and present State. V. A full Description of all the natural and artificial Curiosities of this Kingdom; such as Rocks, Mines, Caverns, Lakes, Grottos, Fossils, Minerals, Abbeys, Cathedrals, Churches, Palaces, and the Seats of the Nobility and Gentry. VI. A faithful Narrative of all Improvements made in the Roads, Rivers, and Canals of this Kingdom, for the Convenience of Travelling, and the Benefit of Inland Navigation. The whole forming such an accurate and comprehensive Account of this Country, as has never yet been published, and will be equally entertaining and instructive. By a society of gentlemen: Each of whom has undertaken that Part for which his Study and Inclination has more immediately qualified him. The particulars respecting England, revised, corrected, and improved, by P. Russell, Esq; and those relating to Wales, by Mr. Owen Price.",Society of Gentlemen,44,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,3,1,3,0,0,0,3,2,0,1,0,0,0,2,4,0,0,0,0,0,1,2,0,0,2,0,0,0,3,1,0,1,1,0,1,0,2,0,0,1,1,3,0,0,1769,2,2,"London : printed for the authors, by Adlard and Browne, Fleet-Street: and sold by S. Bladon, No. 28, T. Evans, No. 54, and J. Coote, No. 16, in Pater-Noster Row; W. Domville, and F. Blythe, at the Royal Exchange, MDCCLXIX. [1769].",London,381,unknown,,,FALSE,"of hay per acre, and graze it afterwards. Many farmers mix trefoile with it. Some few tares sown, for feeding horses with, green. Very few potatoes. Lime is the principal manure; they lay one waggonload per acre; formerly they had as much as they could carry for nine or ten"
0242300202_000079,"A six months tour through the north of England. Containing, an account of the present state of agriculture, manufactures and population, in several counties of this kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Account of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed with Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects: Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. Experiments on Rearing and Fattening of Hogs. As laid before the Society of Arts, &c. In three volumes. ...",Arthur Young,75,0,0,0,1,1,0,0,1,0,6,5,0,0,0,0,0,1,9,0,3,0,1,1,3,1,0,0,0,8,3,1,0,1,0,0,0,11,1,1,0,0,1,0,0,1,0,3,5,0,0,1,5,0,0,0,0,0,0,0,1770,2,3,"Dublin : printed for P. Wilson, J. Exshaw, H. Saunders, W. Sleater, D. Chamberlaine, J. Potts, J. Holy, jun. J. Williams, W. Colles, J Porter, C. Ingham, and T. Walker, MDCCLXX. [1770].",Dublin,414,male,1741,1820,TRUE,"grass letts at 30s an acre; they use it both for fatting, dairying, and breeding ; two acres they reckon necessary to summer feed a cow ; never manure their grass They reckon the produ& of a cow at 5/. give upon a medium LIX gallons of milk a day."
0242300202_000060,"A six months tour through the north of England. Containing, an account of the present state of agriculture, manufactures and population, in several counties of this kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Account of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed with Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects: Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. Experiments on Rearing and Fattening of Hogs. As laid before the Society of Arts, &c. In three volumes. ...",Arthur Young,55,0,1,0,2,0,0,1,1,0,2,3,1,0,0,0,2,2,3,0,4,0,1,0,1,1,1,0,0,4,3,0,1,0,0,0,0,5,0,0,1,0,2,0,0,3,0,1,5,0,0,0,3,0,0,0,0,0,1,0,1770,2,3,"Dublin : printed for P. Wilson, J. Exshaw, H. Saunders, W. Sleater, D. Chamberlaine, J. Potts, J. Holy, jun. J. Williams, W. Colles, J Porter, C. Ingham, and T. Walker, MDCCLXX. [1770].",Dublin,414,male,1741,1820,TRUE,"annual expense of keeping, cat o. The fummerjoift is 3/. The winter food of their.draught oxen is hay and itraw, but they work them on ftrawv alone: They reckon oxen much the befiton stoney and on unlevel ground; but on other land horss; The time of breaking up their stubbles"
1107400101_000021,"The farmer's tour through the East of England. Being the register of a journey through various counties of this Kingdom, to enquire into the state of agriculture, &c. Containing, I. The particular Methods of cultivating the Soil. II. The Conduct of live Stock, and the modern System of Breeding. III. The State of Population, the Poor, Labour, Provisions, &c. IV. The Rental and Value of the Soil, and its Division into Farms, with various Circumstances attending their Size and State. V. The Minutes of above five hundred original Experiments, communicated by several of the Nobility, Gentry, &c. With Other Subjects that tend to explain the present State of English Husbandry. By the author of the Farmer's letters, and the Tours through the North and South of England. In Four Volumes. ...",Arthur Young,61,0,1,0,1,4,0,0,0,0,3,4,1,0,0,0,3,1,4,0,2,1,3,3,1,2,0,0,0,2,3,1,0,0,0,0,0,5,0,0,2,0,1,0,0,0,0,1,4,0,0,0,8,0,0,0,0,0,0,0,1771,1,4,"London : printed for W. Strahan; W. Nicoll, No. 51. St, Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, Edinburgh, MDCCLXXI. [1771].",London,545,male,1741,1820,TRUE,"hay time, 6d. and 8 d. IMPLEMENTS. A wagon, 26/. A cart , 91 to I o: A plough, i L I s. A harrow, I 1 5 s. Harness per horse , 2 i6 s. Laying a Share, I s. Ditto a coulter, I s. Shoeing, 2 s. PROVISIONS."
0688400402_000029,"The farmer's letters to the people of England: containing the sentiments of a practical husbandman, on various subjects of great importance: particularly the exportation of corn. The balance of agriculture and manufactures. The present state of husbandry. The circumstances attending large and small farms. The present state of the poor. The price of provisions. The proceedings of the society for the encouragement of arts, &c. The importance of timber and planting. Emigrations to the colonies. The means of promoting the agriculture and population of Great Britain, &c., &c. To which are added, Sylvæ: or occasional tracts on husbandry and rural oeconomics.",Arthur Young,76,0,0,0,0,12,0,0,0,0,1,8,1,0,0,0,1,0,7,0,0,0,3,1,0,2,0,0,0,4,3,1,0,0,0,0,10,3,2,0,1,0,0,2,0,0,0,1,2,0,0,0,3,0,0,0,0,8,0,0,1771,2,2,"London : printed for W. Strahan; W. Nicoll, No. 51, in St. Paul's Church-Yard; T. Cadell, in the Strand; B. Collins, Salisbury; and J. Balfour, Edinburgh, MDCCLXXI. [1771].",London,479,male,1741,1820,TRUE,"shows how immensely cabbages will ar.fwer in the hands of a C mon farmer . The SECOND grand point of Mr. Turner's h: fbandry, has been the intrduidion of clver. The farmers throughout Ckvelmd, have, to this day, rejeecd theufcof that noble vege r 124 ] vegetable; notwithstanding their possesing"
0608700101_000030,"The experienced farmer, an entire new work, ... By Richard Parkinson, ... In two volumes. ...",Richard Parkinson,75,0,0,0,0,4,0,3,4,0,2,0,0,0,0,0,0,1,0,0,1,0,3,0,2,0,2,0,1,0,0,1,2,0,0,5,0,14,2,0,0,7,4,2,1,4,0,2,0,2,5,0,0,0,0,0,0,1,0,0,1798,1,2,"London : printed for G.G. and J. Robinson, 1798.",London,320,male,1748,1815,FALSE,"injlruticns fr Breeding Ithe; of their Shale, action, CC THE horse used in husbandry ought to he larger, but in other respects like the road horfe : and, intead of walking two or three miles an hour, he ought to walk four or five. In that cafe , he would"
1455501200_000139,"Observations in husbandry. By Edward Lisle, Esq; Late of Crux-Easton, in Hampshire.","Lisle, Edward",70,0,1,0,0,1,1,2,0,0,0,19,0,0,0,0,2,4,1,0,0,0,4,6,3,0,0,1,0,1,0,0,0,0,0,0,1,4,0,0,1,1,1,3,1,0,4,1,0,0,0,0,0,4,0,0,0,0,3,0,1757,1,1,"London : Printed by J. Hughs, near Lincoln's-Inn-Fields: for C. Hitch and L. Hawes, J. Rivington and J. Fletcher, in Pater-noster-Rpw; J. Rivington , in St. Paul's Church-Yard; W. Sandby, in Fleet-street; and R. and J. Dodsley, in Pall-mall, MDCCLVII. [1757].",London,470,male,1666,1722,FALSE,"more profitable than tilling the ground; -- and we find of: Jacob, notwithfianding his flocks were to large , that yet his priovifionl of corn was but from year to year; for in the re~condf year of the faminje in iegypt he wanted corn , to that it feemns he"
0958500103_000025,"A six months tour through the North of England: containing, an account of the present state of agriculture, manufactures and population, in several Counties of this Kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Accounts of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings, &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed With Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects; Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. La seule vol de se procurer un corps complet Agriculture, seroit, sans doute, de rassembler les diverses observations quaeroient fourni dans chaque province. Encyclopedie. In Four Volumes. ...",Arthur Young,57,0,0,0,0,1,0,0,0,0,1,5,1,0,0,0,3,1,7,0,0,1,2,1,0,2,1,0,0,6,3,1,0,1,0,0,1,5,0,1,0,0,2,0,0,1,0,0,5,0,0,0,4,0,0,0,0,0,0,1,1770,3,4,"London : printed for W. Strahan; W. Nicoll, No 51. in St. Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, M.DCC.LXX. [1770]-71.",London,489,male,1741,1820,TRUE,"brought to Penrith, and sent to Kendal by carriers. The following are particulars of several farms. 2000 acres, all grass Another, £.200 rent 240 acres in all 5 horses 120 arable 20 cows 120 grass 40 young cattle £. i oo rent 2000 sheep 8 horses i man 12 cows"
0355201000_000064,"The traveller's pocket-book; or, Ogilby and Morgan's book of the roads improved and amended, in a method never before attempted. Containing, I. An alphabetical list of all the cities, Towns, and remarkable Villages, showing in what Road they are situated. II. The Distances in measured Miles from London to all the Cities, Towns, and remarkable Villages, in England and Wales according to the new erected Mile Stones: And an Account of such Noblemens and Gentlemens Seats as lie near the Road Side. III. The Cross Roads in England and Wales. IV. A new whole Sheet Map of the Roads in England and Wales, as also those in Scotland, fitted to bind with the Book. V. The High Roads in Scotland, measured from Edinburgh, with the principal Cross Roads, in English Miles. VI. The Circuits of the Judges. Vii. The Post Master General's Account of the Nights that Post-Letters are despatched to the several trading Towns. Viii. A list of the fairs in England and Wales, regulated according to the New Stile.","Morgan, William",162,0,0,0,0,0,0,0,0,0,0,44,10,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,23,23,0,0,1,0,0,0,3,0,0,1,0,0,0,0,14,1,0,5,0,6,0,2,1778,1,1,"London : printed for J. Buckland, J. Rivington, T. Lowndes, J. Wilkie, B. Law, T. Caslon, J. Almon, C. Corbet, C. Bowles, W. Stuart, J. Sewell, W. Domville, J. Russel, and R. Baldwin, 1778.",London,255,male,,,FALSE,"swine, and cheese . ister, May 6, Aug. =4, Sept. 29, yefpbury, first Fid. in Lent. Whit. for cttle, pigs, cheese and pcd Mord. for pedlary. lary. wyilton, May 4, Sept. 1a, Nov. 13, mjlfillsm, July 16, for horn . catle, for sheep . a cep end horses . Whitcbburv,"
0688400402_000085,"The farmer's letters to the people of England: containing the sentiments of a practical husbandman, on various subjects of great importance: particularly the exportation of corn. The balance of agriculture and manufactures. The present state of husbandry. The circumstances attending large and small farms. The present state of the poor. The price of provisions. The proceedings of the society for the encouragement of arts, &c. The importance of timber and planting. Emigrations to the colonies. The means of promoting the agriculture and population of Great Britain, &c., &c. To which are added, Sylvæ: or occasional tracts on husbandry and rural oeconomics.",Arthur Young,52,0,0,0,1,3,0,1,1,0,2,1,1,0,0,0,0,4,6,0,0,0,1,2,0,1,0,0,0,6,4,1,0,1,0,0,1,5,1,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,1,2,0,0,1771,2,2,"London : printed for W. Strahan; W. Nicoll, No. 51, in St. Paul's Church-Yard; T. Cadell, in the Strand; B. Collins, Salisbury; and J. Balfour, Edinburgh, MDCCLXXI. [1771].",London,479,male,1741,1820,TRUE,"theygives.; Is. 8d. a mile for leading, and 2s. 6d. a acre spreading; expense of paring from I s. to 3 .r. per acre, of burn ig, 3 s. 6d. ditto of spreading, s. 8d. They slack their hay in the fields, never Chop stubbles, nor sold heep except upon"
1696801200_000017,"Owen's book of fairs, published by the King's authority. Being an authentic account of all the fairs in England and Wales, as they have been settled to be held since the alteration of the stile. Noting likewise the commodities which each fair is remarkable for furnishing; also the days on which markets are respectively held; with the distances from London; and the number of members which each place sends to Parliament. A new edition. to which is added an abstract to all the acts of Parliament relative to fairs.","Owen, William",148,0,0,0,1,0,0,0,0,0,0,36,10,5,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,12,30,3,0,1,0,0,0,0,0,0,3,0,0,0,0,4,16,0,2,0,5,0,1,1777,1,1,"London : Printed for W. Owen, at No. 11, in Fleet-Street; and R. Goadby, at Sherborne, 1777.",London,151,male,,,FALSE,"~whit sund. (Wted. for horired cattle , Thurt. for theep , Frid. for horses , c.) Wed, next before July zz, for a few horned cattle , a very stall fair. wy NEWCASTLE (Y 270) Aug Is, nine days, OR. 29, nine days, for horned cattle , theep , and"
1598900103_000024,"A six months tour through the North of England. Containing, an account of the present state of agriculture, manufactures and population, in several counties of this kingdom. Particularly, I. The nature, value, and rental of the soil. II. The size of farms, with accounts of their stock, products, population, and various methods of culture. III. The use, expence, and profit of several sorts of manure. IV. The breed of cattle, and the respective profits attending them. V. The state of the waste lands which might and ought to be cultivated. VI. The condition and number of the poor, with their rates, earnings, &c. VII. The prices of labour and provisions, and the proportion between them. VIII. The register of many curious and useful experiments in agriculture, and general practices in rural occonomics, communicated by several of the nobility, gentry, &c. &c. Interspersed with descriptions of the seats of the nobility and gentry; and other remarkable objects: illustrated with copper plates of such implements of husbandry, as deserve to be generally known; and views of some picturesque scenes, which occurred in the course of the journey. In four volumes.",Arthur Young,62,0,0,1,4,1,0,0,0,0,1,5,0,0,0,0,3,2,9,0,1,0,1,3,0,1,0,0,0,3,4,2,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,6,0,0,0,1,0,0,1771,3,4,"London : Printed for W. Strahan; W. Nicoll, No 51, in St. Paul's Church-Yard; T. Cadell, in the Strand; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, MDCCLXXI. [1771].",London,486,male,1741,1820,TRUE,"and found it reckoned as good, upon the whole, as other soils, managed upon more modern principles; five or for for one of oats, and when wheat happens to be sown, ten or eleven for one. fallowi~ng is a nes ~fajhijon, and not perfe~tly relished by the farmers yet. In"
0616700600_000048,"A six weeks tour, through the southern counties of England and Wales. Describing, particularly, I. The present state of agriculture and manufactures. II. The different Methods of cultivating the Soil. III. The Success attending some late Experiments on various Grasses, &c. IV. The Prices of Labour and Provisions. V. The state of the working poor in those Counties, wherein the Riots were most remarkable. With descriptions and copper-plates, of such newly invented Implements of Husbandry as deserve to be generally known: Interspersed With Accounts of the Seats of the Nobility and Gentry, and other Objects worthy of Notice. In Several Letters to a Friend. By the author of the farmer's letters.",Arthur Young,46,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,2,3,0,5,2,2,2,3,1,0,0,0,2,1,1,0,1,0,1,0,4,2,0,0,0,2,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1769,1,1,"London : printed for W. Strahan; W. Nicoll, No 51 in St. Paul's Church-Yard; B. Collins at Salisbury; and J. Balfour, at Edinburgh, MDCCLXIX. [1769].",London,401,male,1741,1820,TRUE,"drills, consequently Mr. yohinflon gives it the preference; nor can he yet determine how long it will last in the ground. The acre which was sown without corn , colt him near two guineas to clean; but after the first year he weeded all the broad cast piece, with an"
0242300201_000024,"A six months tour through the north of England. Containing, an account of the present state of agriculture, manufactures and population, in several counties of this kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Account of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed with Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects: Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. Experiments on Rearing and Fattening of Hogs. As laid before the Society of Arts, &c. In three volumes. ...",Arthur Young,49,0,1,0,1,0,0,0,0,1,1,4,2,0,0,0,0,5,5,0,1,1,1,2,2,1,1,0,0,2,2,0,0,0,0,0,0,3,1,0,3,0,1,0,0,0,0,0,3,0,1,0,2,0,0,0,1,1,0,0,1770,1,3,"Dublin : printed for P. Wilson, J. Exshaw, H. Saunders, W. Sleater, D. Chamberlaine, J. Potts, J. Holy, jun. J. Williams, W. Colles, J Porter, C. Ingham, and T. Walker, MDCCLXX. [1770].",Dublin,429,male,1741,1820,TRUE,"6s. Mowing corn , is. 3d. -- - grass , is, 6d. to 2s. Threshing wheat, zs. to 2s. 6d. - pring corn , is. 4d. to is. 6d. PROVISIONS, c. Butter, - 6d. per lb. Candles, - 6d.per lb. Cheese , - 4 Soap, - 6 Beef, - 4"
0972600100_000001,"The compleat farmer: or, the whole art of husbandry. Containing, I. Instructions for stocking a farm to advantage. II. Of the breeding and management of horses, Mares, Colts, &c. and the most approved Receipts in Fariery for all Manner of Diseases they are subject to. III. Of Bulls, Cows, Calves, Oxen: How to make the greatest Advantage of them, how to know when they are ill, and Receipts to cure all their Disorders. IV. Of breeding Sheep, and Receipts for their Diseases. V. Of Goats. VI. Of Swine, and how to make them turn out very advantageous. Of feeding them and fattening them for Bacon, Receipts to cure the Gargut, Measles, and all their other Disorders. VII. Of wild and tame Rabbits. Of Dogs. VIII. Of Fowls. Of curing their Maladies. To fatten Chickens. IX. The best Method of managing Geese, Ducks, Turkies, Pigeons, Bees, &c. X. Of making Hay. XI. Of the several Sorts of Grass, Seeds, &c. By Mr. Robert Brown, Of Hill-Farm, in Somersetshire.","Brown, Robert, of Hill Farm, Somersetshire",67,1,0,0,2,3,0,0,0,0,0,0,0,0,10,0,2,0,1,3,0,0,3,2,0,0,0,0,0,1,2,0,1,0,0,1,0,9,0,1,3,0,3,15,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1759,1,1,"Dublin : printed by James Hoey, at the Mercury in Skinner-Row, MDCCLIX. [1759].",Dublin,156,unknown,,,FALSE,"srse.3 2 S *' "" * ».... V, a5  C"""" -"""" - Complete Farmer : OR, THE WHOLE ART O F HUSBANDRY. CONTA INI G, I. Inlrrutcions for flocking a make them turn out very Farm to adrantagle. advantageous. Of feeding 11 Of the br.eediig and Ma them and"
0242300203_000002,"A six months tour through the north of England. Containing, an account of the present state of agriculture, manufactures and population, in several counties of this kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Account of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed with Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects: Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. Experiments on Rearing and Fattening of Hogs. As laid before the Society of Arts, &c. In three volumes. ...",Arthur Young,35,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,1,0,2,0,0,1,2,2,0,0,0,0,0,1,3,1,1,1,0,1,1,3,0,0,1,0,0,0,0,1,0,0,2,0,2,0,2,1,0,0,0,0,0,0,1770,3,3,"Dublin : printed for P. Wilson, J. Exshaw, H. Saunders, W. Sleater, D. Chamberlaine, J. Potts, J. Holy, jun. J. Williams, W. Colles, J Porter, C. Ingham, and T. Walker, MDCCLXX. [1770].",Dublin,413,male,1741,1820,TRUE,"R XLII Averages of this Tour proportifned to the kingdom at large - Tithes - Remarks -- Year's purchase of land - State, rental and value of thefoil of England - Great importance of raiing rents - Stock in buiandry - Obrfrvations - Produc of the Joil Remarks -- Expenditure"
0203000500_000009,"A practical treatise on cultivating lucern grass. Improved and enlarged. And some hints relative to burnet and timothy grasses. Most humbly presented to the Honourable Society for the Encouragement of Arts, Manufactures and Commerce. By B. Rocque, of Walham-Green.","Rocque, Bartholomew",67,0,0,0,0,0,0,0,1,0,0,8,1,2,0,0,1,7,2,0,1,1,1,3,0,0,0,0,0,11,6,0,0,0,0,0,0,3,3,1,1,0,1,0,1,0,0,2,0,0,0,0,3,0,0,0,4,1,1,1,1765,1,1,"London : printed for R. Davis, in Piccadilly, and T. Caslon, opposite Stationers-Hall, MDCCLXV. [1765].",London,49,unknown,,,FALSE,"its being a coarse Grass ; I am afraid it will draw the Land too much. We have a far better Grass , under the Name of Po grafs, which is also very forward; but you are to make .use of the Rye grass , till such Time as you"
0647500300_000014,"An Address to farmers on the following interesting subjects: 1. The character of a complete farmer. 2. The importance of manure. 3. Labor. 4. Exchanging work. 5. The profits of a nursery. 6. The advantages of an orchard. 7. The management of cyder. 8. Keeping a day-book. 9. Contracting debts. 10. Cloathing and diet. 11. Engaging in law suits. 12. Good neighbourhood. 13. Education. To which is added an appendix, containing the most approved methods for the management and improvement of tillage, mowing and pasture lands; and for the practice of the art of husbandry in general. (Extracted principally from a variety of authors, who have written judiciously on those important subjects.) (Published according to Act of Congress.)",,48,0,0,0,0,0,0,0,1,0,1,3,1,0,2,0,0,3,8,0,1,0,4,4,0,0,0,0,0,0,1,0,0,2,0,0,0,2,3,0,1,0,0,0,1,0,1,3,0,1,1,0,1,0,0,0,2,0,0,1,1796,1,1,"Printed at Newburyport [Mass.] : by Blunt and March, for John Dabney, Salem, 1796.",Newburyport|Salem.,62,unknown,,,FALSE,"It is most excellent for ifine to feed on one acre of rich land, well et with it, will keep twenty hogs well, fronm the beginning of May, to the end of October, without any other food: and the Swine will enrich the land. COLT , to break him, never"
