PassageID,Title,Author,Total termFreq,termFreq(acr),termFreq(arrear),termFreq(assign),termFreq(cafe),termFreq(cattl),termFreq(charg),termFreq(common),termFreq(condit),termFreq(court),termFreq(coven),termFreq(death),termFreq(debt),termFreq(deed),termFreq(defend),termFreq(demand),termFreq(demis),termFreq(dure),termFreq(enter),termFreq(entri),termFreq(estat),termFreq(executor),termFreq(farm),termFreq(grant),termFreq(hall),termFreq(heir),termFreq(held),termFreq(hold),termFreq(hous),termFreq(king),termFreq(land),termFreq(landlord),termFreq(law),termFreq(leaf),termFreq(leas),termFreq(lesse),termFreq(lessor),termFreq(life),termFreq(live),termFreq(manor),termFreq(paid),termFreq(payment),termFreq(person),termFreq(plaintiff),termFreq(pound),termFreq(profit),termFreq(rent),termFreq(reserv),termFreq(revers),termFreq(servic),termFreq(statut),termFreq(tail),termFreq(taken),termFreq(tenant),termFreq(tenement),termFreq(term),termFreq(void),termFreq(wife),termFreq(word),termFreq(yearli),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0119103500_000145,"The common law common-placed: containing, the substance and effect of all the common law cases dispersed in the Body of the Law, collected as well from abridgments as reports, in a perfect new method. Wherein likewise The Terms of the Law, and the most considerable Writs and Processes, are concisely treated of, under their proper Titles. With an abstract of statutes, relating to the general Heads thereof, and exact References throughout. The Whole compleated So as to be useful to Counsellors, Attorneys, Students of the Law, and other Gentlemen.",Giles Jacob,146,0,1,1,1,4,4,4,0,1,3,1,3,4,1,0,0,1,1,0,3,3,0,5,1,5,0,0,0,0,7,0,5,0,7,0,7,7,1,0,1,4,1,1,0,2,28,6,9,2,3,3,0,3,0,1,0,0,0,1,1726,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for W. Mears and T. Corbett without Temple Bar, and J. Hooke against St. Dunstan's Church in Fleet-Street, MDCCXXVI. [1726].",London,512,male,1686,1744,FALSE,"Corporeal Service , as Fealty, ec. and is where a Man upon a r Inst. 87, Gift in Tail , Lease for Life , or Years, reserves to 141 himself a certain Rent , while the Reversion of the Lands continues in him; And if this Rent be behind at"
0503400101_000034,"The practical conveyancer: in two parts. Part I. Containing rules and instructions for drawing all sorts of conveyances of estates and interests, whether Real or Personal, in Possession or Expectancy. Also Particular Rules for the Exposition of Deeds, Wills, &c. and of Words used in Conveyances. Together With The Resolutions of the several Courts at Westminster, in Cases wherein Difficulties have arisen touching the Words and Clauses in Deeds, Devises, &c. The Whole extracted by Way of Abridgment from the Reports at large of the said Cases, and alphabetically digested under proper Heads. Part II. Being the first part reduced into practice, in a select collection of precedents, viz. Marriage-Settlements, Bargains and Sales, Leases, Leases and Releases, Deeds of Copartnership, of Exchange, of Release and Confirmation; Mortgages, Surrenders, Wills, Letters of Attorney, Assignments of Stocks and Exchequer Annuities, Ecclesiastical Instruments, &c. By John Lilly, Gent. the second edition, corrected and very much enlarged. To which are now added, cases in Chancery, under all the titles of conveyancing: Digested by Way of Common Place under alphabetical Heads.","Lilly, John",174,0,2,3,0,0,7,1,1,0,3,1,5,2,0,8,1,1,0,1,3,2,0,7,1,3,0,1,2,0,6,0,2,0,6,4,0,11,0,1,2,1,2,0,0,1,57,9,4,0,0,1,0,6,0,3,3,0,0,0,1732,1,2,"[London] : In the Savoy: printed by E. and R. Nutt and R. Gosling, (assigns of E. Sayer, Esq;) for Tho. Ward and E. Wicksteed, in the Inner-Temple Lane, MDCCXXXII. [1732].",London,489,male,,,FALSE,"Law , ibid. But tis otherwise of a Revefion on an ESTATE for Life , or Years, ibid. Remainders over by Tenarits in Tail are void , ibid. So when a Remainder is limited after a void Estate , bitd. Feoffment in Fee to the Ure of himself for Life"
1216100300_000005,"A complete guide to landlords, tenants, and lodgers; being a methodical arrangement of the whole law as it now stands, respecting the taking or letting of lands, houses, or apartments, giving Warning, or Notices to quit; ejecting, seizing for rent, repairs, &c. With forms of leases, agreements, assignments, surrenders, notices, receipts for rent, &c. In a great Variety of Situations, whether as lessor, lessee, or tenant at will, Communicated in an easy and familiar Manner. Including ample Instructions for Landlords to conduct themselves legally and securely towards their Tenants; and to enable Tenants to guard against encroaching Landlords. With clear and practical directions for making a distress for rent, &c. with all new adjudged cases and Acts of Parliament, down to 1799. By Robert Sutton, barrister at law.","Sutton, Robert",143,0,2,1,3,0,0,3,1,0,3,4,3,0,0,2,6,0,0,0,1,8,0,1,0,7,0,0,0,0,6,3,2,0,9,2,13,1,0,0,3,2,3,0,0,2,31,4,2,0,1,1,1,6,1,5,0,0,0,0,1800,1,1,"London : printed for W. and J. Stratford, Holborn-Hill, [1800?].",London,111,unknown,,,FALSE,"1 Cra. Eiz. 553, 572 i Roll. Ahr. 475- Lesee cove If. a elte covenants not to underlet, without the con ""nating not sent of the lessor under hand and feal, - with power of reentry in cafe of breach, acceptance, by the lessor of the rent due after the"
0526400102_000178,"Laws of the state of New-York, comprising the Constitution, and the acts of the legislature since the Revolution, from the first to the twelfth session, inclusive. Published according to an act of the legislature, passed the 15th April, 1786. In two volumes. ...",New York (State),138,0,4,2,12,0,1,1,0,2,0,0,1,0,3,4,4,2,0,7,0,2,0,0,1,1,1,4,0,0,8,7,2,0,3,4,6,1,1,0,2,0,14,0,0,0,9,0,1,2,0,0,0,15,6,3,0,0,0,2,1789,2,2,"New-York : Printed by Hugh Gaine, at his printing-office and book-store, at the Bible, in Hanover-Square, M,DCC,LXXXIX. [1789].",New York,491,unknown,,,FALSE,"and the Avowry for the taking of the same Distress to make in Manner and Form aforesaid, and make Appraisement and Sale of such Distress in Manner aforesaid. XXI And be it further ena1ted by the Authority aforesaid, That in Cafe Tenants , or other any Tenant or Tenants ,"
0174300202_000303,"An abridgment of the publick statutes of Ireland, now in force and of general use: and also, of such English and British statutes as relate to and bind Ireland, from Magna Charta to the Twenty first and Twenty second Years of the Reign of His present Majesty King George the Third inclusive. In two volumes. By Ed. Bullingbrooke, Doctor of Laws. And Francis Vesey, Esq; And Francis Vesey, Esq; The second edition. With alphabetical tables of the heads under which the acts are abridged, by James Goddard Butler, Esq; ...","Vesey, Francis",134,0,5,2,8,0,0,0,0,5,1,0,1,0,4,4,3,0,1,5,0,5,0,0,13,1,1,5,0,0,6,9,3,0,10,5,2,0,2,0,1,0,5,6,0,1,7,2,2,0,0,0,0,4,0,4,0,0,0,1,1786,2,2,"Dublin : printed by George Grierson, Printer to the King's Most Excellent Majesty, MDCCLXXXVI. [1786].",Dublin,1255,male,1721,1804,FALSE,"i Ann. cape .p fe. r. In cafe any tenants for any term for lives or years, or other persons , vwho shall come into polteffion of any lands , c. under, or by collusion with, uch tenants , mhall wilfully hold over after the determination of fiuch terms ,"
0171700300_000058,"The gentleman's assistant, tradesman's lawyer, and country-man's friend. 1. Directing them in Contracts, Bargains and Agreements, whereby they may learn to buy and contract safely, and cautiously avoid being over-reached in their Bargains, &c. 2. Concerning borrowing, lending and restoring, and of Goods pledged and pawned. 3. Setting forth several other adjudged Cases relating to Tradesmen, &c. 4. Cases relating to Farmers, and concerning stoppage of Ways, Watercourses, Lights, Commons, and several other Nusances. 5. Concerning scandalous Words, purposely spoken to the Prejudice of a Man, &c. 6. Concerning Leases, Mortgages, Corn, Waste, Distresses, &c. Also many other matters relating to Landlord and Tenant. 7. Concerning discharging and ending of Actions, Suits and Controversies, and therein largely concerning Arbitrements, Awards and Umpirage, with all their Circumstances. 8. Certain Statute-Laws, concerning Labourers, Tradesmen, Artificers, Apprentices, Servants, Petty-Chapmen, &c. Collected from the ancient and modern law-books, and confirmed by several Authorities, and therefore may be useful as well to the Professors of the Law, as to Gentlemen, Tradesmen and others.",,133,0,1,2,2,0,0,0,11,0,17,2,3,4,1,1,1,1,3,0,2,4,0,6,1,3,3,1,3,0,10,2,2,0,8,6,1,4,1,0,2,1,1,0,0,1,6,0,2,0,0,0,2,6,0,3,0,0,3,0,1709,1,1,"London : printed for Tho. Bever, at the Hand and Star within Temple-Bar, 1709.",London,543,unknown,,,FALSE,"Covenant shall relate only to the Afiglns after the Deed was, made, and.not before. id. .2j8. Where Lefree covenants to build three Houses upon the Premifesj and jceep them in repair, he builds four; and lets one fall to decay, .and .judged Qzi  that that the Covenant extended to"
0571600101_000032,"The practical conveyancer: in two parts. Part I. Containing rules and instructions for drawing all sorts of conveyances of estates and interests, whether Real or Personal, in Possession or Expectancy. Also Particular Rules for the Exposition of Deeds, Wills, &c. and of Words used in Conveyances. Together With The Resolutions of the several Courts at Westminster, in Cases wherein Difficulties have arisen touching the Words and Clauses in Deeds, Devises, &c. The whole extracted by Way of Abridgment from the Reports at large of the said Cases, and alphabetically digested under proper Heads. Part II. Being the first part reduced into practice, in a select collection of precedents, viz. Marriage-Settlements, Bargains and Sales, Leases, Leases and Releases, Deeds of Copartnership, of Exchange, of Release and Confirmation; Mortgages, Surrenders, Wills, Letters of Attorney, Assignments of Stocks and Exchequer Annuities, Ecclesiastical Instruments, &c. By John Lilly, Gent.","Lilly, John",175,0,3,4,0,0,3,0,1,0,12,1,4,1,0,4,1,1,0,1,2,1,0,10,6,1,0,2,2,0,7,0,1,0,8,7,2,8,0,1,1,1,1,0,0,1,56,8,5,0,1,0,0,3,0,3,1,0,0,0,1719,1,2,"[London] : In the Savoy: printed by Eliz. Nutt and R. Gosling, (assigns of Edward Sayer, Esq;) for Tho. Ward in the Inner-Temple Lane, and John Hooke at the Flower-de-Luce against St. Dunstan's Church in Fleet-Street, 1719.",London,431,male,,,FALSE,"of Assize lies to recover it, Ibid. The Demand of a rent feck may be made at the House or on the Land ; but on a Condition for re entry , it must be at the House , Ibid. It may be demanded any Time after it is due."
0572500100_000030,"The landlords law: or, the law concerning landlords, tenants, and farmers. Viz. 1. Of the nature and origin of tenures. 2. Of Estates, and their several Kinds. 3. Of Copyholds and Copyholders. 4. Of Leases, Covenants, Surrenders, Assignments, &c. 5, and 6. Of the Parties to Leases, wherein is shewn who may lease, who may rent, and what may be leased. 7, and 8. Contain the Obligations and Rights of the Parties, by Virtue of the Lease. 9, and 10. Of the remedies the law gives each party for the recovery of their rights. Necessary for all Landlords, Tenants, Farmers, Stewards, Agents, Sollicitors, and others concerned in the Buying, Selling, and Letting of Estates The sixth edition. To which is added an appendix containing such Acts of. Parliament and proper precedents as relate to these subjects, brought down to this time.",Great Britain,137,0,3,2,8,0,0,1,1,1,0,4,9,0,1,0,2,0,3,2,0,8,0,3,2,1,0,0,0,2,3,0,4,1,19,3,3,5,0,0,0,1,3,3,0,0,17,2,1,0,3,2,0,2,0,3,7,2,0,0,1720,1,1,"[London] : In the Savoy: printed by Eliz. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for R. Sare, D. Browne, J. Walthoe, B. Lintot, R. Gosling, W. Mears, W. Taylor, J. Osborn, and F. Clay, MDCCXX. [1720].",London,359,unknown,,,FALSE,"or Tenants in Tail , as to their Successors and Issues, when the Leases are not warranted by the Statutes : And otherwise it is also in the Cafe of Leases for Life , made by these or any of the former Les fors; for in all Cafes of Leases"
0571600101_000038,"The practical conveyancer: in two parts. Part I. Containing rules and instructions for drawing all sorts of conveyances of estates and interests, whether Real or Personal, in Possession or Expectancy. Also Particular Rules for the Exposition of Deeds, Wills, &c. and of Words used in Conveyances. Together With The Resolutions of the several Courts at Westminster, in Cases wherein Difficulties have arisen touching the Words and Clauses in Deeds, Devises, &c. The whole extracted by Way of Abridgment from the Reports at large of the said Cases, and alphabetically digested under proper Heads. Part II. Being the first part reduced into practice, in a select collection of precedents, viz. Marriage-Settlements, Bargains and Sales, Leases, Leases and Releases, Deeds of Copartnership, of Exchange, of Release and Confirmation; Mortgages, Surrenders, Wills, Letters of Attorney, Assignments of Stocks and Exchequer Annuities, Ecclesiastical Instruments, &c. By John Lilly, Gent.","Lilly, John",159,0,1,2,1,0,0,0,3,0,4,9,1,0,0,1,1,3,2,4,3,4,0,1,6,1,2,2,0,0,1,0,1,0,32,7,3,3,2,0,1,0,1,0,0,0,13,6,5,0,1,0,1,8,0,9,3,8,3,0,1719,1,2,"[London] : In the Savoy: printed by Eliz. Nutt and R. Gosling, (assigns of Edward Sayer, Esq;) for Tho. Ward in the Inner-Temple Lane, and John Hooke at the Flower-de-Luce against St. Dunstan's Church in Fleet-Street, 1719.",London,431,male,,,FALSE,"long, determines by his Death , Years after the Death of the Lessor , it 400 is good, Ibid. But to B. for so many Years as ( hall A Lease for Life , Proviso, that if remain after the Death of A. is void , the Lessee died within"
0995900400_000006,"Tenants law: or, the laws concerning landlords, tenants, and farmers. (viz.) 1. Of the several Kinds of Tenures, as well Freehold as Copyhold. 2. Of Leases, Covenants, Surrenders, Assignments, &c. 3. Of Rent: Acceptance and Extinguishment thereof. 4. Of Crops growing, and Trees blown down, &c. who are entitled to them. 5. Of Distresses, Replevins, and Rescous. 6. Of Waste in Buildings, Lands, Woods, &c. whether voluntary or permissive. 7. Of Common for Cattle. 8. Of Frauds in buying and selling Lands or Goods. 9. Of Trespasses and Nusances. 10. Of the late Act to prevent Fires; and Rules to be observed in erecting of new Buildings about London. Useful for all Landlords, Tenants, Farmers, Stewards, Agents, Solicitors, and others, concerned in the buying, selling or letting of estates. The eighth edition. In which are added all such Acts of Parliament and Resolutions as relate to these subjects down to the present year 1722.",,135,0,1,0,1,0,0,0,2,5,4,2,2,4,0,0,0,0,3,2,4,3,0,1,3,2,0,5,8,2,8,0,2,0,9,6,4,5,0,4,0,1,0,0,0,2,3,1,1,0,0,2,0,21,1,7,0,2,0,2,1722,1,1,"[London] : In the Savoy: printed by Eliz. Nutt, and R. Gosling, (assigns of Edw. Sayer Esq;) and sold by J. Walthoe, in the Temple Cloisters; and J. Walthoe Junr, against the Royal Exchange in Cornhill, 1722.",London,368,unknown,,,FALSE,"if a Tenant for Years sow his tenn""fiorland so near the End of his Term , Tarj that his Lease expire before the Corn be ripe, he shall not come to reap it; but the Lessor , or other who hath the Reversion , hall have the Crop, because the"
0231401200_000069,"The general laws of estates; or, freeholder's companion: containing the laws, statutes, and customs relating to freehold and other estates, whereby all Country Gentlemen and Freeholders may know their Rights thereto, and Qualifications to be Members of Parliament, Electors, Justices of Peace, and Jurymen; and to kill Game, erect Dovecotes, &c. In which is compriz'd the whole law of tenures of lands, and to whom they fall and descend, or otherwise belong, on any Alteration, from the Estate in Fee-Simple, down to Estates for Life, and Years, and also Copyholds; adapted to the Use of all Lords, Landlords and Tenants. With a full and compleat abstract of the new Act of Parliament concerning distresses for rent, Replevins and Ejectments, &c. and several other late popular Statutes. Likewise some very useful precedents of deeds and writings, applicable to this Work.",Giles Jacob,147,0,2,0,4,1,0,2,1,0,1,3,9,1,0,1,1,0,0,0,1,2,0,0,2,0,2,2,0,0,8,4,4,0,12,1,2,6,2,0,3,4,3,2,0,2,30,2,1,0,2,0,1,18,0,1,3,0,0,1,1740,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for Aaron Ward at the King's Arms in Little-Britain, MDCCXL. [1740].",London,439,male,1686,1744,FALSE,"laid leans; upon Condition that if the Rent be not paid by the slid Space of twelve Days next after either of the said : ecarts, or Days of Payment as aforesaid, then the Lease shall be void ; in this Cafe , it is held that the Lessee int"
0995800200_000006,"Tenants law: or, the laws concerning landlords, tenants, and farmers. (viz.) 1. Of the several Kinds of Tenures, as well Freehold as Copyhold. 2. Of Leases, Covenants, Surrenders, Assignments, &c. 3. Of Rent: Acceptance and Extinguishment thereof. 4. Of Crops growing, and Trees blown down, &c. who are entitled to them. 5. Of Distresses, Replevins, and Rescous. 6. Of Waste in Buildings, Lands, Woods, &c. whether voluntary or permissive. 7. Of Common for Cattle. 8. Of Frauds in buying and selling Lands or Goods. 9. Of Trespasses and Nusances. 10. Of the late Act to prevent Fires; and Rules to be observed in erecting of new Buildings about London. Useful for all Landlords, Tenants, Farmers, Stewards, Agents, Solicitors, and others, concerned in the buying, selling or letting of estates. The ninth edition. In which are added all such Acts of Parliament and Resolutions, as relate to these Subjects, down to the present Year 1726. as relate to these subjects, down to the present year 1726.",,140,0,1,0,1,0,0,0,2,3,4,2,2,4,0,0,0,0,3,2,3,2,0,1,3,2,0,6,9,2,9,0,3,0,10,6,6,5,0,4,0,1,0,0,0,2,3,1,1,0,0,2,0,23,1,7,0,2,0,2,1726,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayers Esq;) for J. Walthoe, in the Temple Cloisters, 1726.",London,369,unknown,,,FALSE,"Years sow his Tenants Land so near the End of his Term , for Rears. that his Lease expire before the Corn be ripe, he shall not come to reap it; but the Lessor , or other who hath the Reversion , shall have the Crop, because the Lessee knew"
0094801400_000011,"Every landlord or tenant his own lawyer: or, the whole law respecting landlords, tenants, and lodgers, laid down in a simple, easy, and comprehensive manner; free from the technical terms of the law. Containing: I. The Law of Tenures and Estates. II. The Law of Descents. III. The Law as now laid down and established on Grants, Leases and reserved Rents. IV. The Rules and Directions of Law for demanding and paying Rent. V. The Forms of Agreements for letting Lands, Houses, Apartments, &c. VI. The Forms of Leases and other useful Precedents. Vii. Memorials, Forms thereof, and Directions as to the same under Stat. 7th Ann. Viii. An Abstract of the several Statutes relating to Landlords and Tenants. IX. Who may or may not distrain; of what Things a Distress may be made, and how to dispose of the same. X. Precedents and Instructions for making a Distress. XI. Modern adjudged Cases on different Points relating to Distress. XII. The Law and Practice of Replevin. XIII. The Law and Practice of Ejectment. By John Paul, Barrister at Law, Author of the Constable, Churchwarden, and other Law Tracts. Revised and corrected By an Eminent Counsellor at Law.","Paul, John",162,1,0,0,4,0,1,0,6,0,1,1,4,0,2,9,1,0,3,11,1,1,0,0,1,5,0,0,2,0,6,10,5,0,20,5,8,2,0,0,2,4,2,2,0,0,29,2,1,0,0,0,0,7,0,1,1,0,1,0,1782,1,1,"Dublin : printed for W. Gilbert, Great-George's-Street, MDCCLXXXII. [1782].",Dublin,228,male,1707,1787,FALSE,"a lease for years made by his his predecessor; yet this acceptance is worth nothing, for the lease is void by death ; a lease for life is otherwise. If a bishop accepts rent on a lease for years, he shall never avoid the same; it was, before such acceptance,"
1547900103_000168,"The first part of the institutes of the laws of England; or, A commentary upon Littleton: not the name of the author only, but of the law itself. Authore Edwardo Coke, milite. The fifteenth edition; revised and corrected, with further additions of notes, references, and proper tables. By Francis Hargrave and Charles Butler, Esquires, of Lincoln's-Inn. Including also the notes of Lord Chief Justice Hale and Lord Chancellor Nottingham: and an analysis of Littleton, written by an unknown hand in 1658-9.",Edward Coke,127,0,5,1,2,0,2,1,13,1,1,0,0,0,0,2,0,1,7,7,5,1,0,3,0,4,1,2,0,0,9,0,4,0,3,2,4,1,0,6,1,3,3,0,0,5,12,0,3,0,2,5,2,2,0,0,1,0,0,0,1794,3,3,"London : Printed for E. and R. Brocke, Bell-Yard, near Temple Bar, M,DCC,XCIV. [1794].",London,540,male,1552,1634,FALSE,"the cafe cited by lord Coke, 4 Rep. i20, a, b. a lease was made for twenty one years, of three manors , rendering rent for manor A. 61 for manor B 5 1 and for manor C i0 1 to be paid on a place out of the land"
1044700400_000024,"Tenants law: or, the laws concerning landlords, tenants and farmers. (viz.) 1. Of the several Kinds of Tenants and Tenures. 2. Of Leases, Covenants, Surrenders, and assignments, &c. 3. Of rent: Acceptance and Extinguishment thereof. 4. Of crops growing, and Trees blown down, &c. who are entitled to them. 5. Of Distresses, Replevins, and Rescous. 6. Of Waste; what is so, and what not. 7. Of Common for Cattle. 8. Of Frauds in buying and selling Lands or Goods. 9. Of Trespasses and Nusances. 10. Modern Observations relating to Covenants on Leases. 11. Of Acts to prevent Fires; and Rules to be observed in erecting of new Buildings in and about London. Useful for all Landlords, Tenants, Farmers, Stewards, Agents, Solicitors and others, concerned in the buying, selling, or letting estates. The sixteenth edition, with all the Modern Cases: in which are added all such Acts of Parliament and Resolutions, as relate to these subjects, down to the present Year; and likewise plain Directions for distraining for Rent.",,150,0,2,0,5,0,0,0,17,0,1,0,1,1,0,0,3,1,6,1,0,1,0,4,9,3,0,5,1,0,13,3,3,0,13,15,2,2,0,0,3,0,2,2,3,0,9,0,2,0,0,0,2,3,0,5,4,0,2,1,1768,1,1,"London : printed by his Majesty's law-printers: for T. Waller, opposite Fetter-Lane, Fleet-Street, 1768.",London,351,unknown,,,FALSE,"is as effeaual to all the rest, as if they had been particularly named therein. If a landlord do enter for a condition broken, or the tenant surrender up his lease , or his term be expired, yet the landlord may have an aion of debitfor the arrears of rent"
0397600200_000029,"The grounds and maxims, and also an analysis of the English laws. By William Noy, Esq. of Lincoln's Inn: Attorney General, and of the Privy Council to King Charles the First. To which is annexed, A treatise of estates, by Sir John Doderidge, Knt. and Observations on a deed of feoffment, by T. H. gent. The sixth edition, with notes and references; and other considerable additions and improvements, by Charles Barton, of the Inner Temple, Esq.","Doddridge, John, Sir",131,0,0,7,0,0,5,0,4,0,2,2,5,1,0,1,0,2,2,3,2,4,0,6,4,2,0,1,0,0,7,0,3,0,7,7,2,3,0,0,1,1,0,0,2,2,15,6,1,0,0,1,1,1,0,3,3,8,4,0,1794,1,1,"London : printed for W. Clarke and Son, Portugal Street, Lincoln's Inn, M.DCC.XCIV. [1794].",London,194,male,1555,1628,FALSE,"of the husband and wife , and she to eal thereunto, and the rent must be reserved to the husband and his wife , and to the heirs of the wife , according ta her estate of inheritance. () A lease made by the husband alone, of the [ 6i"
0638100101_000332,"A compleat body of conveyancing, in theory and practice. In two parts. ... Collected by Edward Wood, gent. deceased. The whole digested in a method intirely new, ... by John Salthouse, ...","Wood, Edward, conveyancer",125,1,1,3,1,0,0,0,2,1,23,0,1,3,4,0,1,2,1,0,2,3,1,4,5,3,0,4,1,0,7,0,0,0,9,5,1,1,1,2,1,2,0,1,0,0,11,4,1,0,0,0,0,0,0,2,0,0,8,2,1749,1,3,"[London] : In the Savoy: printed by Henry Lintot, for J. Worrall, 1749.",London,946,male,,,FALSE,"Defendant 2o s. 6d. pfji'"" This is a Grant of a Way, and not a Covenant only for the Enjoyment. 3 L'; i _ _ I - If a Lease of a Farm be made, except the [Tood, and the Lessor covenanted with Not a Cove the Lessee that he"
0573400101_000396,"A compleat body of conveyancing, in theory and practice. In three volumes. ... . Contains the theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Volumes II. III. Contain the practice: Or Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage-Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Publick Funds; and in general all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, Gent. deceased. The fourth edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. ...","Wood, Edward, conveyancer",141,0,2,9,4,0,0,3,0,1,14,0,1,1,10,1,1,0,3,4,2,2,0,1,0,1,1,0,2,1,1,0,1,0,12,4,5,1,0,0,2,4,0,11,0,0,16,2,7,0,0,0,2,3,0,3,0,0,3,0,1777,1,3,"London : printed by his Majesty's law-printers; for J. Beecroft, W. Strahan, J. Rivington, and sons, P. Uriel, W. Owen, B. Law, T. Caslon, S. Crowder, T. Longman, W. Flexney, G. Robinson, T. Lowndes, R. Baldwin, E. Johnston, W. Stuart, W. Brown, R. Critchett, M. Hingeston, W. Fox, E. Brooks, J. Johnson, and J. Knox. M.DCC.LXXVII. [1777].",London,864,male,,,FALSE,"viz. Lessee shall plead filch Recovery in Bar to the former Action. Sid. 402 and Lev. 259 The Plaintiff declared upon a Lease for Years, wherein the Reservation was by the Word Reddendoin, and an express Covenant f r the payment of the Rent ; and that the Lessor assigned"
0526700100_000073,"Every man his own lawyer: or, a summary of the laws of England in a new and instructive method, under the following Heads, Viz. I. Of Actions and Remedies, Writs, Process, Arrest, and Bail. II. Of Courts, Attornies and Solicitors therein, Juries, Witnesses, Trials, Executions, &c. III. Of Estates and Property in Lands and Goods, and how acquired; Ancestors, Heirs, Executors and Administrators. IV. Of the Laws relating to Marriage, Bastardy, Infants, Edeots, Lunaticks. V. Of the Liberty of the Subject. Magna Charta, and Habcas Carpus Act, and other Statutes. VI. Of the King and his Prerogative, the Queen and Prince, Peers, Judges, Sheriffs, Coronons, Justices of Peace, Constables, &c. Vii. Of publick Offences, Treason, Murder, Felony, Burglary, Robbery, Rape, Sodomy, Forgery, Perjury, &c. And their Punishment. All of them so plainly treated of that all Manner of Persons may be particularly acquainted with our Laws and Statutes, concerning Civil and Criminal Affairs, and know how to defend Themselves and their Estates and Fortunes; In all Cases whatsoever.",Giles Jacob,138,0,1,1,2,1,0,0,0,0,1,1,0,1,3,0,0,0,2,2,2,4,0,3,0,3,1,3,1,0,11,2,1,0,23,8,8,9,0,0,1,2,3,0,0,0,16,2,0,0,2,3,0,8,1,4,1,0,0,1,1772,1,1,"London : printed by W. Strahan, and M. Woodfall, Law-Printers to the King's Most Excellent Majesty; for W. Strahan, J. Rivington, L. Hawes and Co. R. Horsfield, W. Johnston, T. Caslon, T. Longman, T. Durham, J. Fuller, sen. S. Crowder, and J. Harris. M.DCC.LXXII. [1772].",London,523,male,1686,1744,FALSE,"the accustomed yearly rent , che that is seifed ofan restate for life , may make a lease for his life , according as he is seifed; and if tenant in tail or for life , make any lease generally, it shall; be construed for his own life . Where"
0525900500_000039,"The laws relating to landlords and tenants; or, every landlord and tenant his own lawyer; containing the whole law respecting landlords, tenants, and lodgers, laid down in a plain, easy, and comprehensive manner; to which are added The most approved Forms of Notices to quit, Directions for making a Distress, and for Replevying Goods when illegally taken: also Memorandums for letting Houses, Lands, and Apartments by Agreement, or on Lease; and various Precedents of Leases, and other Useful Deeds, as settled by the most eminent Counsel. By John Paul, Barrister at Law, Author of the Constable, Churchwarden, Overseer, Surveyor, and Highway Guide, and other Law Tracts. Revised and corrected by George Wilson, Serjeant at Law.","Paul, John",116,2,5,3,4,2,1,2,0,1,0,0,1,3,1,0,3,0,1,0,0,0,2,7,0,0,2,0,3,0,7,3,3,0,1,0,2,2,0,1,0,0,8,1,0,0,21,6,3,3,3,2,0,3,2,1,1,0,0,0,1791,1,1,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's Most Excellent Majesty ; for W. Richardson, at the Royal-Exchange ; and G.G.J. and J. Robinson, Paternoster-Row, 1791.",London,207,male,1707,1787,FALSE,"the land "" "" or lefir his or lihr fieward, baililt; rectiver, or otler "" person 79 rj ' person empowered to take and seize, as a distress for rent , "" such goods and chattels (first calling to his or her as,, the constable, headborough, boriholder, or "" other"
